sign,tokens,coverage,precision,decomposes,n_parts,parts
396,1,0.991,0.951,True,1,306@1.0
188,1,0.991,0.843,True,2,205@1.0 + 755m@0.5
597,1,0.991,0.709,True,2,607@1.0 + 020@0.8
140,3,0.990,0.936,True,1,070m@1.0
771,4,0.990,0.785,True,3,430m@0.8 + 065@0.4 + 002m@0.4
199,0,0.990,0.643,False,2,063m@0.8 + 700m@0.4
655,2,0.990,0.671,False,2,059@1.0 + 380@1.0
619,1,0.989,0.829,True,2,600@1.0 + 021m@0.65
638,2,0.989,0.652,False,2,099@1.0 + 254m@0.8
365,1,0.989,0.701,True,2,020@1.0 + 002@0.65
184,1,0.989,0.920,True,2,300@1.0 + 067@0.4
111,2,0.988,0.955,True,1,070m@1.0
102,7,0.988,0.795,True,1,067@1.0
722,3,0.988,0.925,True,2,053@1.0 + 010m@0.4
177,1,0.988,0.749,True,3,070@1.0 + 522@0.4 + 044@1.0
161,6,0.988,0.591,False,2,073m@1.0 + 755m@0.8
152,1,0.988,0.828,True,2,200m@0.8 + 290@0.65
354,1,0.987,0.980,True,1,254@1.0
450,31,0.987,0.903,True,1,069@1.0
596,1,0.987,0.762,True,2,306@1.0 + 044@1.0
415,2,0.987,0.679,False,3,254@0.8 + 076@0.4 + 430m@0.8
410,5,0.986,0.621,False,3,254@1.0 + 059m@0.5 + 200@0.8
408,2,0.986,0.900,True,2,607@0.8 + 063@0.4
544,0,0.986,0.763,True,1,254m@1.0
082,4,0.986,0.774,True,2,200@1.0 + 306@0.5
460,13,0.985,0.925,True,2,200@1.0 + 522m@0.4
431,7,0.985,0.789,True,2,300@1.0 + 306m@0.5
171,0,0.984,0.593,False,2,254@1.0 + 002m@0.8
049,33,0.984,0.865,True,2,073@1.0 + 002m@0.5
163,2,0.984,0.593,False,2,007@1.0 + 095m@1.0
580,4,0.984,0.645,False,2,200@0.8 + 073@1.0
551,7,0.984,0.606,False,2,205@1.0 + 008m@1.0
113,1,0.984,0.726,True,3,205m@1.0 + 300@0.4 + 290m@0.8
201,8,0.984,0.997,True,1,205@1.0
058,3,0.983,0.774,True,2,020m@0.8 + 009m@0.5
608,13,0.983,0.927,True,2,607@0.8 + 063@0.5
175,2,0.983,0.668,False,2,008m@1.0 + 003@1.0
599,9,0.983,0.690,False,2,093m@1.0 + 003@1.0
666,5,0.983,0.741,True,2,025m@1.0 + 254m@0.65
295,2,0.982,0.663,False,2,205m@1.0 + 607@0.8
738,1,0.982,0.534,False,2,020m@1.0 + 205m@1.0
041,34,0.982,0.912,True,2,022@1.0 + 011@0.5
545,3,0.982,0.729,True,2,381@1.0 + 004m@0.8
324,9,0.982,0.796,True,2,205@1.0 + 004m@1.0
653,1,0.982,0.648,False,2,607@1.0 + 381m@0.8
576,1,0.982,0.956,True,1,306@1.0
446,3,0.982,0.539,False,2,381@1.0 + 254m@0.8
023,17,0.981,0.985,True,1,040@1.0
696,1,0.981,0.650,False,2,306@1.0 + 755@1.0
086,14,0.981,0.858,True,1,009@1.0
302,9,0.981,0.956,True,1,205@1.0
185,1,0.981,0.749,True,2,205@0.8 + 065@1.0
507,1,0.981,0.740,True,2,306@1.0 + 430@0.8
592,1,0.980,0.689,False,2,099m@1.0 + 007m@0.8
211,9,0.980,0.939,True,2,205@1.0 + 050m@0.4
555,1,0.980,0.754,True,2,607@1.0 + 095m@0.8
047,28,0.980,0.623,False,3,020@1.0 + 063@0.65 + 021m@0.65
733,2,0.980,0.692,False,2,205@1.0 + 022m@0.8
145,3,0.980,0.909,True,2,027m@1.0 + 095m@0.4
421,8,0.980,0.819,True,1,400@1.0
015,15,0.980,0.873,True,2,050m@1.0 + 254m@0.4
043,6,0.980,0.659,False,3,430@0.8 + 430@0.4 + 607@0.4
126,9,0.980,0.596,False,2,600m@1.0 + 093@0.8
523,1,0.979,0.568,False,2,522@1.0 + 021m@1.0
142,1,0.979,0.699,False,2,059@1.0 + 021m@0.65
723,1,0.979,0.679,False,2,381@1.0 + 607@0.65
341,0,0.979,0.568,False,2,254m@1.0 + 280m@1.0
