side,line,position,unit,head,x0,x1,y0,y1,print_ink_width,tracing_width,local_score,orientation,source
Br,Br01,0,595,595,376,461,1241,1316,85,24,0.505,upright,auto
Br,Br01,1,001,001,428,450,1220,1307,22,6,0.241,upright,auto
Br,Br01,2,050.394s,050,471,506,1214,1313,35,9,0.53,upright,auto
Br,Br01,3,004,004,504,600,1212,1311,96,34,0.481,upright,auto
Br,Br01,4,002,002,616,644,1246,1316,28,8,0.454,upright,auto
Br,Br01,5,595.001,595,650,686,1237,1329,36,9,0.494,upright,auto
Br,Br01,6,050,050,695,798,1219,1323,103,38,0.256,upright,auto
Br,Br01,7,301s,301,772,804,1226,1320,32,8,0.268,upright,auto
Br,Br01,8,004,004,807,902,1217,1322,95,32,0.221,upright,auto
Br,Br01,9,002,002,903,924,1180,1262,21,6,0.251,upright,auto
Br,Br01,10,040,040,903,930,1180,1263,27,9,0.311,upright,auto
Br,Br01,11,211,211,937,961,1167,1266,24,8,0.352,upright,auto
Br,Br01,12,091,091,977,1069,1161,1267,92,32,0.209,upright,auto
Br,Br01,13,200,200,1085,1143,1169,1281,58,16,0.276,upright,auto
Br,Br01,14,595.002,595,1127,1206,1157,1266,79,25,0.334,upright,auto
Br,Br01,15,394,394,1180,1242,1166,1264,62,18,0.306,upright,auto
Br,Br01,16,004t,004,1244,1319,1156,1256,75,24,0.408,upright,auto
Br,Br01,17,002,002,1330,1367,1150,1262,37,10,0.434,upright,auto
Br,Br01,18,595.002,595,1371,1463,1153,1263,92,32,0.28,upright,auto
Br,Br01,19,050,050,1437,1469,1185,1263,32,8,0.296,upright,auto
Br,Br01,20,394,394,1493,1590,1152,1258,97,36,0.26,upright,auto
Br,Br01,21,004t,004,1581,1603,1169,1268,22,10,0.192,upright,auto
Br,Br01,22,002,002,1642,1730,1143,1244,88,33,0.286,upright,auto
Br,Br01,23,595.002,595,1734,1773,1154,1243,39,13,0.389,upright,auto
Br,Br01,24,050,050,1773,1808,1150,1247,35,10,0.32,upright,auto
Br,Br01,25,301s.004,301,1766,1867,1182,1294,101,38,0.2,upright,auto
Br,Br01,26,002,002,1909,1952,1165,1268,43,17,0.193,upright,auto
Br,Br01,27,211s:042,211,1950,2038,1163,1269,88,32,0.193,upright,auto
Br,Br01,28,091,091,2060,2136,1134,1238,76,26,0.42,upright,auto
Br,Br01,29,595s,595,2145,2187,1140,1239,42,12,0.43,upright,auto
Br,Br01,30,600,600,2190,2254,1137,1237,64,23,0.365,upright,auto
Br,Br01,31,050,050,2268,2297,1136,1241,29,8,0.317,upright,auto
Br,Br01,32,381,381,2258,2307,1185,1284,49,14,0.255,upright,auto
Br,Br01,33,004,004,2301,2413,1179,1281,112,31,0.363,upright,auto
Br,Br01,34,002,002,2401,2468,1182,1274,67,26,0.348,upright,auto
Br,Br01,35,306,306,2494,2563,1158,1247,69,20,0.325,upright,auto
Br,Br01,36,325,325,2528,2567,1192,1274,39,10,0.529,upright,auto
Br,Br01,37,430,430,2578,2644,1192,1282,66,19,0.422,upright,auto
Br,Br01,38,053,053,2660,2693,1172,1242,33,8,0.293,upright,auto
Br,Br01,39,430,430,2704,2758,1160,1243,54,19,0.299,upright,auto
Br,Br01,40,017,017,2736,2758,1166,1243,22,7,0.219,upright,auto
Br,Br01,41,430,430,2770,2806,1174,1247,36,10,0.194,upright,auto
Br,Br01,42,004,004,2803,2895,1168,1220,92,33,0.145,upright,auto
Br,Br01,43,002,002,2905,3000,1174,1224,95,35,0.114,upright,auto
Br,Br01,44,208,208,3013,3037,1182,1225,24,10,0.132,upright,auto
Br,Br01,45,200,200,3065,3071,1208,1215,6,7,0.043,upright,auto
Br,Br01,46,002,002,3083,3112,1178,1212,29,11,-0.086,upright,auto
Br,Br01,47,022,022,3118,3198,1179,1206,80,31,-0.161,upright,auto
Br,Br01,48,305.074f,305,3211,3234,1184,1199,23,13,-0.043,upright,auto
Br,Br01,49,095,095,3248,3276,1183,1273,0,7,-0.022,upright,auto
Br,Br01,50,001,001,3275,3324,1184,1256,0,12,0.0,upright,auto
Br,Br01,51,069,069,3292,3415,1186,1258,0,30,0.0,upright,auto
Br,Br03,0,360.063,360,37,59,1050,1111,22,31,-1.0,upright,auto
Br,Br03,1,008,008,56,131,1070,1163,75,21,0.322,upright,auto
Br,Br03,2,330.063,330,125,360,1037,1140,235,82,0.09,upright,auto
Br,Br03,3,330.755,330,322,474,1003,1102,152,44,0.236,upright,auto
Br,Br03,4,330.004.064,330,471,586,1017,1121,115,38,0.157,upright,auto
Br,Br03,5,330.043:050,330,575,677,1047,1137,102,34,0.245,upright,auto
Br,Br03,6,330.004,330,653,739,1003,1103,86,28,0.249,upright,auto
Br,Br03,7,231,231,732,836,1005,1100,104,36,0.268,upright,auto
Br,Br03,8,330.015,330,844,952,1002,1106,108,32,0.376,upright,auto
Br,Br03,9,330.569,330,958,1027,1009,1101,69,23,0.42,upright,auto
Br,Br03,10,330,330,1005,1027,1009,1101,22,6,0.395,upright,auto
Br,Br03,11,016,016,1061,1127,985,1073,66,23,0.286,upright,auto
Br,Br03,12,330,330,1123,1157,992,1075,34,8,0.284,upright,auto
Br,Br03,13,002?,002,1118,1252,1000,1097,134,44,0.197,upright,auto
Br,Br03,14,330.020.006,330,1241,1409,971,1078,168,59,0.22,upright,auto
Br,Br03,15,330.749,330,1424,1494,1004,1093,70,24,0.054,upright,auto
Br,Br03,16,006.074f,006,1505,1599,997,1097,94,34,0.159,upright,auto
Br,Br03,17,293s,293,1593,1652,1007,1093,59,16,0.139,upright,auto
Br,Br03,18,008,008,1648,1697,1000,1086,49,16,0.031,upright,auto
Br,Br03,19,068,068,1716,1810,998,1097,94,35,0.151,upright,auto
Br,Br03,20,493,493,1829,1897,977,1062,68,19,0.246,upright,auto
Br,Br03,21,755,755,1872,1948,987,1095,76,25,0.141,upright,auto
Br,Br03,22,381,381,1954,2022,1003,1107,68,21,0.285,upright,auto
Br,Br03,23,004.064,004,2003,2072,1010,1115,69,24,0.242,upright,auto
Br,Br03,24,381,381,2068,2110,1006,1112,42,13,0.355,upright,auto
Br,Br03,25,043:050,043,2137,2220,981,1087,83,31,0.38,upright,auto
Br,Br03,26,384,384,2230,2258,982,1074,28,7,0.369,upright,auto
Br,Br03,27,004,004,2237,2321,976,1083,84,28,0.422,upright,auto
Br,Br03,28,384,384,2317,2405,981,1089,88,32,0.411,upright,auto
Br,Br03,29,061.022.061,061,2438,2517,983,1083,79,30,0.406,upright,auto
Br,Br03,30,384,384,2527,2567,993,1086,40,10,0.445,upright,auto
Br,Br03,31,015,015,2582,2646,989,1085,64,21,0.392,upright,auto
Br,Br03,32,745,745,2666,2700,978,1083,34,12,0.541,upright,auto
Br,Br03,33,569,569,2701,2770,978,1080,69,23,0.452,upright,auto
Br,Br03,34,745,745,2784,2810,975,1072,26,7,0.51,upright,auto
Br,Br03,35,001,001,2812,2877,1001,1107,65,22,0.406,upright,auto
Br,Br03,36,745,745,2863,2889,1001,1104,26,8,0.36,upright,auto
Br,Br03,37,016,016,2901,2968,1002,1103,67,23,0.275,upright,auto
Br,Br03,38,745,745,2958,2970,1015,1022,12,6,0.354,upright,auto
Br,Br03,39,002?,002,2980,3010,1002,1099,30,8,0.336,upright,auto
Br,Br04,20,384,384,3469,3478,824,901,9,27,-1.0,flipped,auto
Br,Br04,21,003.001,003,3428,3452,828,916,24,6,0.343,flipped,auto
Br,Br04,22,470,470,3420,3449,815,892,29,7,0.342,flipped,auto
Br,Br04,23,091t,091,3329,3416,826,924,87,30,0.11,flipped,auto
Br,Br04,24,450,450,3280,3319,837,928,39,13,0.106,flipped,auto
Br,Br04,25,063,063,3210,3251,833,937,41,12,0.268,flipped,auto
Br,Br04,26,385,385,3123,3230,834,937,107,39,0.158,flipped,auto
Br,Br04,27,071,071,3058,3126,845,946,68,19,0.216,flipped,auto
Br,Br04,28,003.001f,003,2930,3033,835,947,103,36,0.229,flipped,auto
Br,Br04,29,203s,203,2867,2951,836,949,84,32,0.169,flipped,auto
Br,Br04,30,263s,263,2772,2875,841,948,103,36,0.157,flipped,auto
Br,Br04,31,463s,463,2730,2764,835,944,34,12,0.24,flipped,auto
Br,Br04,32,263s,263,2593,2724,841,950,131,45,0.229,flipped,auto
Br,Br04,33,200.063,200,2581,2626,847,947,45,16,0.313,flipped,auto
Br,Br04,34,700,700,2543,2581,852,951,38,10,0.378,flipped,auto
Br,Br04,35,001,001,2512,2532,854,947,20,6,0.274,flipped,auto
Br,Br04,36,263s,263,2455,2531,853,957,76,28,0.311,flipped,auto
Br,Br04,37,200.063,200,2344,2450,854,959,106,38,0.472,flipped,auto
Br,Br04,38,053,053,2288,2321,856,961,33,11,0.341,flipped,auto
Br,Br04,39,001,001,2298,2314,857,963,16,6,0.419,flipped,auto
Br,Br04,40,263s,263,2179,2274,857,962,95,37,0.315,flipped,auto
Br,Br04,41,373y,373,2073,2169,868,970,96,35,0.143,flipped,auto
Br,Br04,42,135,135,2030,2069,873,969,39,11,0.328,flipped,auto
Br,Br04,43,200,200,1974,2048,875,977,74,25,0.252,flipped,auto
Br,Br05,0,063,063,460,499,722,834,39,12,0.502,upright,auto
Br,Br05,1,095,095,500,539,735,834,39,13,0.369,upright,auto
Br,Br05,2,303,303,532,598,718,826,66,19,0.218,upright,auto
Br,Br05,3,013,013,604,697,719,828,93,31,0.219,upright,auto
Br,Br05,4,303s,303,705,813,718,829,108,34,0.275,upright,auto
Br,Br05,5,079,079,767,821,722,834,54,18,0.371,upright,auto
Br,Br05,6,001,001,826,855,729,798,29,7,0.24,upright,auto
Br,Br05,7,755,755,862,921,729,838,59,17,0.363,upright,auto
Br,Br05,8,207,207,928,1008,734,843,80,31,0.221,upright,auto
Br,Br05,9,009,009,1010,1100,734,844,90,34,0.058,upright,auto
Br,Br05,10,203,203,1088,1203,733,845,115,34,0.144,upright,auto
Br,Br05,11,400y.063,400,1186,1249,733,836,63,17,0.291,upright,auto
Br,Br05,12,065.610,065,1238,1330,756,865,92,33,0.247,upright,auto
Br,Br05,13,065.600,065,1331,1419,734,842,88,32,0.172,upright,auto
Br,Br05,14,610,610,1440,1505,733,832,65,21,0.326,upright,auto
Br,Br05,15,009,009,1483,1552,734,839,69,24,0.185,upright,auto
Br,Br05,16,066V.203s,066,1527,1660,755,861,133,45,0.274,upright,auto
Br,Br05,17,730,730,1666,1730,743,849,64,20,0.366,upright,auto
Br,Br05,18,063,063,1725,1845,726,833,120,45,0.299,upright,auto
Br,Br05,19,630.063,630,1860,1930,728,834,70,26,0.511,upright,auto
Br,Br05,20,062.064,062,1970,2001,761,857,31,11,0.26,upright,auto
Br,Br05,21,065,065,1995,2080,752,862,85,27,0.256,upright,auto
Br,Br05,22,275,275,2040,2111,725,833,71,25,0.252,upright,auto
Br,Br05,23,331,331,2122,2156,728,833,34,8,0.386,upright,auto
Br,Br05,24,001,001,2195,2261,722,832,66,21,0.22,upright,auto
Br,Br05,25,730.006x,730,2214,2259,734,836,45,13,0.34,upright,auto
Br,Br05,26,002,002,2263,2353,724,829,90,31,0.327,upright,auto
Br,Br05,27,607,607,2368,2410,723,829,42,11,0.423,upright,auto
Br,Br05,28,063,063,2429,2492,719,827,63,22,0.343,upright,auto
Br,Br05,29,730,730,2476,2606,717,829,130,46,0.301,upright,auto
Br,Br05,30,133,133,2616,2666,725,837,50,17,0.361,upright,auto
Br,Br05,31,773,773,2629,2753,724,836,124,40,0.117,upright,auto
Br,Br05,32,063,063,2755,2843,728,823,88,30,0.163,upright,auto
Br,Br05,33,730,730,2873,2912,717,818,39,11,0.41,upright,auto
Br,Br05,34,067,067,2864,2923,719,825,59,18,0.535,upright,auto
Br,Br05,35,063.096,063,2929,3031,723,827,102,35,0.529,upright,auto
Br,Br05,36,006.009,006,3031,3083,723,820,52,15,0.423,upright,auto
Br,Br05,37,028.006,028,3086,3112,732,827,26,7,0.41,upright,auto
Br,Br05,38,028,028,3127,3207,727,830,80,30,0.393,upright,auto
Br,Br05,39,001,001,3212,3228,799,817,16,5,0.507,upright,auto
Br,Br05,40,205,205,3220,3314,726,822,94,29,0.259,upright,auto
Br,Br05,41,461,461,3257,3377,712,807,120,39,0.356,upright,auto
Br,Br05,42,493,493,3410,3449,692,786,39,14,0.511,upright,auto
Br,Br06,2,739,739,3463,3504,715,811,0,19,-1.0,flipped,auto
Br,Br06,3,004.095,004,3410,3452,718,821,42,13,0.504,flipped,auto
Br,Br06,4,700,700,3321,3393,699,794,72,23,0.27,flipped,auto
Br,Br06,5,004.009,004,3315,3356,713,808,41,10,0.269,flipped,auto
Br,Br06,6,002,002,3236,3314,705,797,78,27,0.268,flipped,auto
Br,Br06,7,420,420,3197,3257,697,794,60,19,0.268,flipped,auto
Br,Br06,8,002,002,3060,3170,655,723,110,37,0.169,flipped,auto
Br,Br06,9,430y,430,3037,3091,624,726,54,15,0.205,flipped,auto
Br,Br06,10,780,780,2928,3021,641,739,93,32,0.087,flipped,auto
Br,Br06,11,290.063,290,2829,2930,631,736,101,37,0.104,flipped,auto
Br,Br06,12,755,755,2765,2823,623,723,58,20,0.11,flipped,auto
Br,Br06,13,063,063,2664,2767,615,717,103,31,0.177,flipped,auto
Br,Br06,14,004.064,004,2624,2663,597,701,39,12,0.357,flipped,auto
Br,Br06,15,063,063,2580,2629,603,701,49,14,0.45,flipped,auto
Br,Br06,16,043:050,043,2544,2573,606,698,29,10,0.406,flipped,auto
Br,Br06,17,063,063,2542,2566,606,703,24,7,0.361,flipped,auto
Br,Br06,18,004,004,2435,2522,600,699,87,35,0.288,flipped,auto
Br,Br06,19,063,063,2402,2435,602,699,33,9,0.513,flipped,auto
Br,Br06,20,061.022.061,061,2372,2387,640,685,15,6,0.425,flipped,auto
Br,Br06,21,063,063,2357,2375,592,684,18,5,0.303,flipped,auto
Br,Br06,22,015f.063,015,2293,2313,670,696,20,8,0.437,flipped,auto
Br,Br06,23,569,569,2258,2291,591,691,33,11,0.546,flipped,auto
Br,Br06,24,063,063,2246,2286,603,699,40,10,0.635,flipped,auto
Br,Br06,25,001f,001,2216,2243,595,695,27,10,0.545,flipped,auto
Br,Br06,26,063,063,2186,2230,595,693,44,18,0.457,flipped,auto
Br,Br06,27,016t?,016,2134,2178,600,703,44,17,0.351,flipped,auto
Br,Br06,28,063,063,2066,2092,610,697,26,12,0.463,flipped,auto
Br,Br06,29,016?,016,2031,2038,596,699,7,8,0.44,flipped,auto
Br,Br06,30,063.037,063,1983,2010,599,698,27,15,0.442,flipped,auto
Br,Br06,31,063,063,1932,1969,596,690,37,11,0.596,flipped,auto
Br,Br06,32,020.006,020,1891,1950,593,701,59,19,0.52,flipped,auto
Br,Br06,33,063,063,1837,1875,593,695,38,10,0.561,flipped,auto
Br,Br06,34,618,618,1728,1828,594,703,100,34,0.352,flipped,auto
Br,Br06,35,063,063,1716,1749,618,701,33,10,0.517,flipped,auto
Br,Br06,36,016?,016,1684,1708,600,705,24,6,0.602,flipped,auto
Br,Br06,37,300.008,300,1602,1709,599,708,107,41,0.261,flipped,auto
Br,Br06,38,053,053,1552,1590,630,734,38,9,0.416,flipped,auto
Br,Br06,39,200.022.077.074f,200,1356,1546,611,723,190,62,0.196,flipped,auto
Br,Br06,40,380.022.077,380,1233,1351,622,724,118,42,0.193,flipped,auto
Br,Br06,41,300.027.063,300,1084,1230,627,742,146,53,0.163,flipped,auto
Br,Br06,42,244,244,993,1103,661,772,110,39,0.277,flipped,auto
Br,Br06,43,039,039,900,979,652,763,79,26,0.157,flipped,auto
Br,Br06,44,004.064,004,821,886,716,785,65,19,0.211,flipped,auto
Br,Br06,45,300.083,300,767,864,713,801,97,35,0.254,flipped,auto
Br,Br06,46,324,324,659,731,716,796,72,32,0.155,flipped,auto
Br,Br08,0,280,280,3095,3138,399,462,43,18,0.271,flipped,auto
Br,Br08,1,002,002,3047,3078,393,434,31,10,0.25,flipped,auto
Br,Br08,2,280,280,2972,3024,389,453,52,17,0.183,flipped,auto
Br,Br08,3,005,005,2946,2996,377,469,50,15,0.328,flipped,auto
Br,Br08,4,392,392,2879,2943,366,469,64,23,0.22,flipped,auto
Br,Br08,5,004.064?:042,004,2802,2854,354,445,52,17,0.406,flipped,auto
Br,Br08,6,005:042,005,2740,2796,330,421,56,20,0.454,flipped,auto
Br,Br08,7,001,001,2686,2714,387,478,28,9,0.258,flipped,auto
Br,Br08,8,770,770,2650,2728,377,478,78,28,0.381,flipped,auto
Br,Br08,9,001,001,2607,2640,383,471,33,9,0.512,flipped,auto
Br,Br08,10,200,200,2532,2594,374,469,62,23,0.452,flipped,auto
Br,Br08,11,522y,522,2460,2519,367,464,59,21,0.406,flipped,auto
Br,Br08,12,755,755,2375,2443,367,465,68,21,0.302,flipped,auto
Br,Br08,13,095,095,2220,2374,342,451,154,57,0.348,flipped,auto
Br,Br08,14,200.022,200,2178,2206,352,446,28,7,0.503,flipped,auto
Br,Br08,15,022,022,2131,2211,344,444,80,24,0.28,flipped,auto
Br,Br08,16,290,290,2052,2150,333,435,98,35,0.35,flipped,auto
Br,Br08,17,208,208,1934,1995,345,450,61,25,0.299,flipped,auto
Br,Br08,18,760,760,1898,1989,337,446,91,28,0.234,flipped,auto
Br,Br08,19,738,738,1677,1896,364,476,219,80,0.212,flipped,auto
Br,Br08,20,254,254,1630,1664,363,449,34,13,0.359,flipped,auto
Br,Br08,21,235.109b,235,1564,1646,331,440,82,30,0.358,flipped,auto
Br,Br08,22,060,060,1486,1548,327,436,62,23,0.309,flipped,auto
Br,Br08,23,205,205,1362,1446,323,426,84,22,0.305,flipped,auto
Br,Br08,24,747,747,1382,1409,347,444,27,7,0.243,flipped,auto
Br,Br08,25,004.064,004,1345,1372,343,396,27,7,0.111,flipped,auto
Br,Br08,26,001,001,1318,1359,339,434,41,12,0.181,flipped,auto
Br,Br08,27,747,747,1223,1308,321,421,85,31,0.223,flipped,auto
Br,Br08,28,770,770,1178,1227,327,423,49,12,0.313,flipped,auto
Br,Br08,29,002,002,1087,1154,356,456,67,22,0.229,flipped,auto
Br,Br08,30,747,747,1026,1101,336,436,75,33,0.197,flipped,auto
Br,Br08,31,653y,653,956,1014,338,443,58,21,0.185,flipped,auto
Br,Br08,32,004.450y,004,931,959,335,434,28,8,0.295,flipped,auto
Br,Br08,33,044,044,843,919,333,428,76,29,0.325,flipped,auto
Br,Br08,34,071.065.010,071,761,823,331,426,62,18,0.352,flipped,auto
Br,Br08,35,009:008,009,707,804,331,436,97,27,0.401,flipped,auto
Br,Br08,36,069.006,069,609,690,338,438,81,24,0.366,flipped,auto
Br,Br08,37,133:042,133,596,657,340,439,61,17,0.309,flipped,auto
Br,Br08,38,008,008,581,608,339,431,27,8,0.452,flipped,auto
Br,Br08,39,049f,049,549,580,334,432,31,8,0.375,flipped,auto
Br,Br08,40,006.074f,006,486,537,331,431,51,20,0.367,flipped,auto
Br,Br08,41,600,600,361,435,300,406,74,26,0.271,flipped,auto
Br,Br08,42,462.760,462,266,385,319,427,119,43,0.155,flipped,auto
Br,Br08,43,607,607,200,280,337,438,80,27,0.213,flipped,auto
Br,Br08,44,164,164,110,168,321,420,58,17,0.344,flipped,auto
Br,Br08,45,300.022,300,72,146,305,408,74,30,0.34,flipped,auto
Br,Br09,0,008,008,0,-501,184,292,0,21,0.508,upright,auto
Br,Br09,1,009,009,0,-459,208,313,0,14,0.442,upright,auto
Br,Br09,2,066.037?,066,0,-407,192,298,0,14,0.525,upright,auto
Br,Br09,3,570,570,0,-385,192,291,0,8,0.584,upright,auto
Br,Br09,4,038,038,0,-295,207,297,0,25,0.451,upright,auto
Br,Br09,5,208,208,0,-190,191,296,0,34,0.493,upright,auto
Br,Br09,6,286.074f,286,0,-101,203,308,0,33,0.398,upright,auto
Br,Br09,7,650y,650,0,-37,181,293,0,31,-1.0,upright,auto
Br,Br09,8,083.041,083,0,-10,184,289,0,14,-1.0,upright,auto
Br,Br09,9,700,700,0,51,181,296,0,19,-1.0,upright,auto
Br,Br09,10,600,600,68,151,235,323,83,28,0.293,upright,auto
Br,Br09,11,044,044,137,181,220,318,44,12,0.226,upright,auto
Br,Br09,12,054,054,147,242,216,318,95,27,0.242,upright,auto
Br,Br09,13,066,066,207,242,213,303,35,9,0.267,upright,auto
Br,Br09,14,095x,095,264,327,183,289,63,16,0.135,upright,auto
Br,Br09,15,066,066,316,365,182,281,49,12,0.214,upright,auto
Br,Br09,16,301,301,386,557,176,290,171,62,0.252,upright,auto
Br,Br09,17,006.074f,006,533,595,195,276,62,22,0.185,upright,auto
Br,Br09,18,307,307,577,658,158,268,81,30,0.262,upright,auto
Br,Br09,19,066,066,681,722,193,291,41,11,0.197,upright,auto
Br,Br09,20,022f,022,708,735,218,315,27,11,0.325,upright,auto
Br,Br09,21,066,066,750,780,209,311,30,9,0.333,upright,auto
Br,Br09,22,300.066,300,801,895,192,297,94,37,0.176,upright,auto
Br,Br09,23,054,054,905,954,194,295,49,15,0.104,upright,auto
Br,Br09,24,066,066,940,986,173,280,46,14,0.215,upright,auto
Br,Br09,25,741,741,990,1056,192,288,66,24,0.176,upright,auto
Br,Br09,26,066,066,1054,1092,177,263,38,11,0.213,upright,auto
Br,Br09,27,381,381,1107,1176,200,293,69,25,0.16,upright,auto
Br,Br09,28,104,104,1202,1300,221,318,98,31,0.252,upright,auto
Br,Br09,29,027x,027,1251,1307,213,305,56,16,0.214,upright,auto
Br,Br09,30,301,301,1328,1420,218,324,92,30,0.265,upright,auto
Br,Br09,31,540,540,1412,1487,195,300,75,27,0.095,upright,auto
Br,Br09,32,091,091,1486,1527,215,302,41,15,0.075,upright,auto
Br,Br09,33,053,053,1551,1591,212,304,40,11,0.321,upright,auto
Br,Br09,34,002,002,1544,1605,212,306,61,17,0.381,upright,auto
Br,Br09,35,381,381,1625,1700,201,299,75,25,0.45,upright,auto
Br,Br09,36,091,091,1702,1763,198,301,61,16,0.433,upright,auto
Br,Br09,37,381,381,1759,1828,201,292,69,24,0.397,upright,auto
Br,Br09,38,091,091,1816,1856,200,298,40,13,0.508,upright,auto
Br,Br09,39,166,166,1847,1894,202,299,47,17,0.455,upright,auto
Br,Br09,40,068,068,1888,1929,203,287,41,15,0.391,upright,auto
Br,Br09,41,034,034,1918,1997,230,311,79,25,0.383,upright,auto
Br,Br09,42,493,493,2007,2100,208,304,93,33,0.314,upright,auto
Br,Br09,43,010.044,010,2119,2191,199,291,72,24,0.277,upright,auto
Br,Br09,44,001,001,2190,2218,206,278,28,8,0.292,upright,auto
Br,Br09,45,522y,522,2234,2314,197,295,80,25,0.227,upright,auto
Br,Br09,46,745,745,2321,2394,224,325,73,28,0.439,upright,auto
Br,Br09,47,093,093,2408,2468,231,328,60,23,0.261,upright,auto
Br,Br09,48,207?,207,2464,2537,259,327,73,29,0.304,upright,auto
Br,Br10,0,008,008,2495,2550,540,634,55,21,0.164,flipped,auto
Br,Br10,1,739,739,2458,2511,487,581,53,17,0.288,flipped,auto
Br,Br10,2,001V,001,2430,2461,480,571,31,8,0.429,flipped,auto
Br,Br10,3,101,101,2368,2421,476,577,53,17,0.455,flipped,auto
Br,Br10,4,244,244,2326,2372,474,578,46,16,0.391,flipped,auto
Br,Br10,5,242,242,2216,2304,458,519,88,35,0.115,flipped,auto
Br,Br10,6,600,600,2147,2216,392,457,69,24,0.116,flipped,auto
Br,Br10,7,004,004,2052,2130,342,445,78,29,0.504,flipped,auto
Br,Br10,8,600,600,2067,2096,345,436,29,8,0.369,flipped,auto
Br,Br10,9,040,040,1948,2029,343,445,81,27,0.406,flipped,auto
Br,Br10,10,700f,700,1902,1942,346,435,40,11,0.489,flipped,auto
Br,Br10,11,324.076,324,1882,1919,319,381,37,14,0.179,flipped,auto
Br,Br10,12,300.001,300,1767,1871,255,313,104,38,0.207,flipped,auto
Br,Br10,13,590.005,590,1670,1774,246,311,104,35,0.297,flipped,auto
Br,Br10,14,380.050,380,1543,1664,211,316,121,40,0.336,flipped,auto
Br,Br10,15,600,600,1458,1573,201,287,115,34,0.049,flipped,auto
Br,Br10,16,430.076,430,1382,1459,188,289,77,26,0.113,flipped,auto
Br,Br10,17,430y.076,430,1285,1370,186,287,85,31,0.266,flipped,auto
Br,Br10,18,430,430,1213,1294,139,233,81,27,0.201,flipped,auto
Br,Br10,19,076,076,1157,1236,139,233,79,26,0.318,flipped,auto
Br,Br10,20,755,755,1067,1145,162,261,78,23,0.212,flipped,auto
Br,Br10,21,063.004.064,063,992,1099,138,234,107,36,0.305,flipped,auto
Br,Br10,22,670.700,670,913,986,125,225,73,26,0.345,flipped,auto
Br,Br10,23,470,470,859,889,146,243,30,10,0.284,flipped,auto
Br,Br10,24,021ft,021,766,845,152,252,79,29,0.231,flipped,auto
Br,Br10,25,244,244,677,791,146,254,114,41,0.346,flipped,auto
Br,Br10,26,290,290,579,657,149,227,78,24,0.453,flipped,auto
Br,Br10,27,379.065,379,466,577,150,233,111,39,0.332,flipped,auto
Br,Br10,28,290.053,290,360,457,156,262,97,31,0.23,flipped,auto
Br,Br10,29,015?,015,347,378,164,246,31,9,0.405,flipped,auto
Br,Br10,30,002,002,314,342,171,253,28,8,0.26,flipped,auto
Br,Br10,31,300.755,300,319,364,197,287,45,11,0.267,flipped,auto
Br,Br10,32,004.064,004,153,300,210,300,147,54,0.293,flipped,auto
Br,Br10,33,755?,755,99,162,230,290,63,25,0.311,flipped,auto
Bv,Bv02,0,067?,067,2194,2243,947,999,0,17,0.0,flipped,auto
Bv,Bv02,1,044,044,2166,2193,945,1013,0,9,0.0,flipped,auto
Bv,Bv02,2,067,067,2126,2165,945,1013,0,13,0.0,flipped,auto
Bv,Bv02,3,044,044,2105,2128,950,1017,0,8,0.0,flipped,auto
Bv,Bv02,4,541,541,2036,2117,949,1017,0,27,0.0,flipped,auto
Bv,Bv02,5,040,040,2022,2050,953,1019,0,10,0.0,flipped,auto
Bv,Bv02,6,040,040,2000,2023,956,1022,0,8,0.0,flipped,auto
Bv,Bv02,7,445.041,445,1925,2011,956,1016,0,29,0.113,flipped,auto
Bv,Bv02,8,040,040,1910,1938,956,1024,0,10,0.0,flipped,auto
Bv,Bv02,9,745.076,745,1829,1917,960,1027,0,30,0.089,flipped,auto
Bv,Bv02,10,430,430,1805,1810,962,964,5,13,0.255,flipped,auto
Bv,Bv02,11,739,739,1777,1800,974,1003,0,8,0.246,flipped,auto
Bv,Bv02,12,022,022,1728,1732,975,978,4,31,0.286,flipped,auto
Bv,Bv02,13,050,050,1709,1732,958,1004,0,8,0.38,flipped,auto
Bv,Bv02,14,022,022,1674,1685,962,983,11,11,0.179,flipped,auto
Bv,Bv02,15,002,002,1649,1665,965,992,16,8,0.191,flipped,auto
Bv,Bv02,16,022.010,022,1614,1640,965,1001,26,12,0.058,flipped,auto
Bv,Bv02,17,007,007,1559,1617,967,1005,58,20,0.199,flipped,auto
Bv,Bv02,18,059f,059,1489,1556,970,1014,67,42,-0.029,flipped,auto
Bv,Bv02,19,006.074f.326.077,006,1431,1471,984,1010,40,24,0.182,flipped,auto
Bv,Bv02,20,420y.430,420,1334,1421,987,1019,87,42,0.137,flipped,auto
Bv,Bv02,21,077,077,1267,1334,980,1023,67,34,0.129,flipped,auto
Bv,Bv02,22,654y,654,1223,1242,999,1022,19,9,0.222,flipped,auto
Bv,Bv02,23,380.007,380,1129,1226,981,1033,97,49,0.142,flipped,auto
Bv,Bv02,24,380y.280,380,1030,1121,966,1038,91,49,0.318,flipped,auto
Bv,Bv02,25,060,060,914,1008,972,1041,94,52,0.29,flipped,auto
Bv,Bv02,26,380y.002,380,828,922,986,1045,94,47,0.146,flipped,auto
Bv,Bv02,27,010.133,010,786,824,992,1053,38,19,0.168,flipped,auto
Bv,Bv02,28,060.169.678,060,752,775,983,1010,23,10,0.235,flipped,auto
