side,line,position,head,print_ink_width,tracing_width,similarity,local_score
Br,Br01,0,595,85,24,0.2397,0.505
Br,Br01,1,001,23,6,0.2222,0.236
Br,Br01,2,050,38,9,0.2464,0.53
Br,Br01,3,004,93,34,0.2828,0.481
Br,Br01,4,002,29,8,0.2327,0.454
Br,Br01,5,595,34,9,0.2599,0.494
Br,Br01,6,050,103,38,0.284,0.309
Br,Br01,7,301,33,8,0.1879,0.316
Br,Br01,8,004,98,32,0.3426,0.263
Br,Br01,9,002,22,6,0.2822,0.33
Br,Br01,10,040,22,9,0.3127,0.421
Br,Br01,11,211,33,8,0.2101,0.368
Br,Br01,12,091,89,32,0.2973,0.3
Br,Br01,13,200,52,16,0.2971,0.273
Br,Br01,14,595,79,25,0.2995,0.341
Br,Br01,15,394,50,18,0.3243,0.361
Br,Br01,16,004,74,24,0.3252,0.408
Br,Br01,17,002,36,10,0.3164,0.434
Br,Br01,18,595,96,32,0.3013,0.28
Br,Br01,19,050,33,8,0.2552,0.296
Br,Br01,20,394,100,36,0.2896,0.26
Br,Br01,21,004,29,10,0.3216,0.264
Br,Br01,22,002,95,33,0.3021,0.286
Br,Br01,23,595,37,13,0.2947,0.414
Br,Br01,24,050,34,10,0.2898,0.43
Br,Br01,25,301,117,38,0.328,0.221
Br,Br01,26,002,50,17,0.3207,0.365
Br,Br01,27,211,86,32,0.2735,0.193
Br,Br01,28,091,78,26,0.3466,0.302
Br,Br01,29,595,36,12,0.2704,0.463
Br,Br01,30,600,64,23,0.3074,0.416
Br,Br01,31,050,30,8,0.3201,0.476
Br,Br01,32,381,49,14,0.2477,0.255
Br,Br01,33,004,112,31,0.2606,0.363
Br,Br01,34,002,71,26,0.295,0.348
Br,Br01,35,306,73,20,0.3078,0.325
Br,Br01,36,325,38,10,0.2419,0.521
Br,Br01,37,430,66,19,0.2681,0.422
Br,Br01,38,053,33,8,0.2521,0.328
Br,Br01,39,430,67,19,0.2242,0.224
Br,Br01,40,017,28,7,0.2462,0.219
Br,Br01,41,430,37,10,0.3053,0.397
Br,Br01,42,004,100,33,0.2323,0.406
Br,Br01,43,002,104,35,0.2177,0.205
Br,Br01,44,208,22,10,0.2021,0.175
Br,Br01,45,200,25,7,0.1575,0.172
Br,Br01,46,002,34,11,0.2043,0.22
Br,Br01,47,022,94,31,0.1834,0.097
Br,Br01,48,305,33,13,0.0303,0.131
Br,Br01,49,095,19,7,0.1502,0.175
Br,Br01,50,001,30,12,0.1453,0.094
Br,Br01,51,069,42,30,0.1849,0.0
Br,Br03,0,360,81,31,0.2577,0.314
Br,Br03,1,008,71,21,0.3319,0.394
Br,Br03,2,330,199,82,0.3632,0.405
Br,Br03,3,330,110,44,0.2774,0.271
Br,Br03,4,330,112,38,0.3036,0.352
Br,Br03,5,330,87,34,0.2728,0.37
Br,Br03,6,330,74,28,0.2992,0.311
Br,Br03,7,231,91,36,0.3415,0.407
Br,Br03,8,330,86,32,0.2737,0.381
Br,Br03,9,330,55,23,0.3061,0.333
Br,Br03,10,330,21,6,0.2801,0.418
Br,Br03,11,016,63,23,0.3363,0.279
Br,Br03,12,330,26,8,0.2986,0.357
Br,Br03,13,002,114,44,0.3323,0.173
Br,Br03,14,330,145,59,0.3342,0.271
Br,Br03,15,330,76,24,0.2804,0.237
Br,Br03,16,006,87,34,0.3072,0.301
Br,Br03,17,293,58,16,0.2365,0.283
Br,Br03,18,008,51,16,0.2677,0.296
Br,Br03,19,068,98,35,0.2577,0.257
Br,Br03,20,493,53,19,0.2682,0.215
Br,Br03,21,755,68,25,0.2824,0.281
Br,Br03,22,381,58,21,0.2506,0.331
Br,Br03,23,004,62,24,0.2446,0.257
Br,Br03,24,381,32,13,0.2815,0.393
Br,Br03,25,043,80,31,0.222,0.319
Br,Br03,26,384,19,7,0.2945,0.45
Br,Br03,27,004,71,28,0.3436,0.352
Br,Br03,28,384,84,32,0.2824,0.423
Br,Br03,29,061,79,30,0.299,0.406
Br,Br03,30,384,37,10,0.2851,0.445
Br,Br03,31,015,61,21,0.2765,0.392
Br,Br03,32,745,42,12,0.2693,0.541
Br,Br03,33,569,74,23,0.3139,0.452
Br,Br03,34,745,24,7,0.2992,0.356
Br,Br03,35,001,55,22,0.2363,0.269
Br,Br03,36,745,27,8,0.3036,0.179
Br,Br03,37,016,66,23,0.2127,0.153
Br,Br03,38,745,17,6,0.1909,0.382
Br,Br03,39,002,25,8,0.2875,0.489
Br,Br04,24,450,39,13,0.3038,0.265
Br,Br04,25,063,37,12,0.2712,0.207
Br,Br04,26,385,126,39,0.3732,0.143
Br,Br04,27,071,57,19,0.3581,0.215
Br,Br04,28,003,121,36,0.3246,0.128
Br,Br04,29,203,111,32,0.3419,0.34
Br,Br04,30,263,121,36,0.3491,0.366
Br,Br04,31,463,44,12,0.33,0.332
Br,Br04,32,263,142,45,0.3895,0.259
Br,Br04,33,200,55,16,0.3444,0.424
Br,Br04,34,700,29,10,0.3624,0.341
Br,Br04,35,001,20,6,0.3345,0.323
Br,Br04,36,263,90,28,0.3345,0.311
Br,Br04,37,200,119,38,0.3383,0.472
Br,Br04,38,053,40,11,0.4046,0.341
Br,Br04,39,001,21,6,0.2795,0.233
Br,Br04,40,263,108,37,0.2648,0.094
Br,Br04,41,373,114,35,0.2671,0.202
Br,Br04,42,135,43,11,0.289,0.252
Br,Br04,43,200,81,25,0.2821,0.396
Br,Br05,0,063,57,12,0.2286,0.281
Br,Br05,1,095,59,13,0.2818,0.279
Br,Br05,2,303,80,19,0.2898,0.489
Br,Br05,3,013,108,31,0.2893,0.348
Br,Br05,4,303,109,34,0.3357,0.27
Br,Br05,5,079,50,18,0.326,0.339
Br,Br05,6,001,23,7,0.2991,0.471
Br,Br05,7,755,57,17,0.3211,0.387
Br,Br05,8,207,101,31,0.3192,0.254
Br,Br05,9,009,106,34,0.2951,0.288
Br,Br05,10,203,105,34,0.2904,0.399
Br,Br05,11,400,61,17,0.3655,0.517
Br,Br05,12,065,107,33,0.3038,0.186
Br,Br05,13,065,119,32,0.3186,0.175
Br,Br05,14,610,72,21,0.3791,0.316
Br,Br05,15,009,82,24,0.2988,0.3
Br,Br05,16,066,139,45,0.3377,0.167
Br,Br05,17,730,73,20,0.2661,0.206
Br,Br05,18,063,147,45,0.3685,0.311
Br,Br05,19,630,79,26,0.3413,0.527
Br,Br05,20,062,41,11,0.2807,0.565
Br,Br05,21,065,80,27,0.323,0.407
Br,Br05,22,275,79,25,0.315,0.408
Br,Br05,23,331,25,8,0.4128,0.409
Br,Br05,24,001,71,21,0.2976,0.277
Br,Br05,25,730,48,13,0.2593,0.408
Br,Br05,26,002,93,31,0.3083,0.273
Br,Br05,27,607,37,11,0.3052,0.299
Br,Br05,28,063,72,22,0.3431,0.373
Br,Br05,29,730,154,46,0.3657,0.301
Br,Br05,30,133,58,17,0.353,0.411
Br,Br05,31,773,132,40,0.3981,0.316
Br,Br05,32,063,98,30,0.3399,0.168
Br,Br05,33,730,45,11,0.317,0.324
Br,Br05,34,067,64,18,0.337,0.535
Br,Br05,35,063,111,35,0.4127,0.529
Br,Br05,36,006,52,15,0.396,0.423
Br,Br05,37,028,28,7,0.3009,0.41
Br,Br05,38,028,96,30,0.3503,0.393
Br,Br05,39,001,17,5,0.309,0.523
Br,Br05,40,205,102,29,0.3088,0.259
Br,Br05,41,461,136,39,0.272,0.25
Br,Br05,42,493,33,14,0.2167,0.511
Br,Br06,6,002,70,27,0.2046,-0.05
Br,Br06,7,420,68,19,0.3259,0.334
Br,Br06,8,002,112,37,0.3425,0.218
Br,Br06,9,430,54,15,0.2703,0.283
Br,Br06,10,780,100,32,0.1629,0.09
Br,Br06,11,290,121,37,0.3477,0.155
Br,Br06,12,755,71,20,0.2852,0.175
Br,Br06,13,063,90,31,0.3175,0.304
Br,Br06,14,004,56,12,0.215,0.329
Br,Br06,15,063,50,14,0.2954,0.278
Br,Br06,16,043,33,10,0.2538,0.23
Br,Br06,17,063,33,7,0.2575,0.374
Br,Br06,18,004,106,35,0.2994,0.186
Br,Br06,19,063,33,9,0.2436,0.463
Br,Br06,20,061,26,6,0.2575,0.538
Br,Br06,21,063,23,5,0.225,0.472
Br,Br06,22,015,24,8,0.1803,0.373
Br,Br06,23,569,39,11,0.2634,0.501
Br,Br06,24,063,40,10,0.2744,0.635
Br,Br06,25,001,40,10,0.3155,0.656
Br,Br06,26,063,53,18,0.3661,0.538
Br,Br06,27,016,50,17,0.2431,0.441
Br,Br06,28,063,38,12,0.3254,0.458
Br,Br06,29,016,27,8,0.3149,0.44
Br,Br06,30,063,27,15,0.2346,0.442
Br,Br06,31,063,37,11,0.2017,0.596
Br,Br06,32,020,62,19,0.3682,0.484
Br,Br06,33,063,41,10,0.2727,0.561
Br,Br06,34,618,102,34,0.2816,0.375
Br,Br06,35,063,41,10,0.2619,0.409
Br,Br06,36,016,28,6,0.3269,0.602
Br,Br06,37,300,129,41,0.3549,0.244
Br,Br06,38,053,26,9,0.3724,0.379
Br,Br06,39,200,193,62,0.4092,0.15
Br,Br06,40,380,132,42,0.3336,0.161
Br,Br06,41,300,169,53,0.3545,0.086
Br,Br06,42,244,119,39,0.3334,0.212
Br,Br06,43,039,98,26,0.2079,0.164
Br,Br06,44,004,73,19,0.2549,0.246
Br,Br06,45,300,107,35,0.3392,0.233
Br,Br06,46,324,93,32,0.2884,0.342
Br,Br08,0,280,46,18,0.2745,0.309
Br,Br08,1,002,31,10,0.3156,0.3
Br,Br08,2,280,47,17,0.3317,0.265
Br,Br08,3,005,40,15,0.2354,0.406
Br,Br08,4,392,65,23,0.33,0.254
Br,Br08,5,004,47,17,0.2787,0.304
Br,Br08,6,005,55,20,0.3252,0.355
Br,Br08,7,001,28,9,0.2647,0.448
Br,Br08,8,770,71,28,0.3054,0.376
Br,Br08,9,001,29,9,0.3648,0.602
Br,Br08,10,200,70,23,0.2843,0.539
Br,Br08,11,522,64,21,0.3088,0.401
Br,Br08,12,755,60,21,0.2431,0.193
Br,Br08,13,095,155,57,0.3556,0.316
Br,Br08,14,200,24,7,0.3018,0.503
Br,Br08,15,022,60,24,0.253,0.372
Br,Br08,16,290,93,35,0.2973,0.416
Br,Br08,17,208,73,25,0.2593,0.375
Br,Br08,18,760,68,28,0.2734,0.29
Br,Br08,19,738,193,80,0.3518,0.241
Br,Br08,20,254,32,13,0.3008,0.359
Br,Br08,21,235,71,30,0.2567,0.358
Br,Br08,22,060,62,23,0.3045,0.309
Br,Br08,23,205,59,22,0.2838,0.218
Br,Br08,24,747,23,7,0.3004,0.243
Br,Br08,25,004,24,7,0.3212,0.27
Br,Br08,26,001,44,12,0.2662,0.201
Br,Br08,27,747,78,31,0.2014,0.139
Br,Br08,28,770,43,12,0.2905,0.221
Br,Br08,29,002,64,22,0.2414,0.187
Br,Br08,30,747,76,33,0.229,0.242
Br,Br08,31,653,66,21,0.3036,0.329
Br,Br08,32,004,20,8,0.3437,0.283
Br,Br08,33,044,79,29,0.2831,0.307
Br,Br08,34,071,44,18,0.3112,0.422
Br,Br08,35,009,76,27,0.3702,0.491
Br,Br08,36,069,64,24,0.3464,0.498
Br,Br08,37,133,57,17,0.3606,0.508
Br,Br08,38,008,25,8,0.374,0.495
Br,Br08,39,049,25,8,0.2623,0.375
Br,Br08,40,006,48,20,0.2861,0.227
Br,Br08,41,600,86,26,0.2721,0.15
Br,Br08,42,462,119,43,0.3615,0.209
Br,Br08,43,607,75,27,0.3233,0.135
Br,Br08,44,164,49,17,0.2656,0.172
Br,Br08,45,300,70,30,0.2082,0.232
Br,Br09,15,066,42,12,0.1957,0.045
Br,Br09,16,301,206,62,0.3855,0.215
Br,Br09,17,006,91,22,0.2301,0.297
Br,Br09,18,307,119,30,0.3148,0.261
Br,Br09,19,066,46,11,0.2204,0.302
Br,Br09,20,022,46,11,0.2685,0.274
Br,Br09,21,066,39,9,0.2435,0.336
Br,Br09,22,300,118,37,0.3241,0.155
Br,Br09,23,054,56,15,0.3057,0.265
Br,Br09,24,066,46,14,0.2555,0.386
Br,Br09,25,741,87,24,0.2926,0.305
Br,Br09,26,066,41,11,0.3167,0.419
Br,Br09,27,381,89,25,0.2563,0.157
Br,Br09,28,104,107,31,0.2634,0.213
Br,Br09,29,027,61,16,0.2798,0.199
Br,Br09,30,301,102,30,0.2522,0.155
Br,Br09,31,540,90,27,0.2666,0.268
Br,Br09,32,091,64,15,0.3055,0.425
Br,Br09,33,053,44,11,0.25,0.211
Br,Br09,34,002,72,17,0.2189,0.287
Br,Br09,35,381,88,25,0.2977,0.45
Br,Br09,36,091,61,16,0.263,0.433
Br,Br09,37,381,88,24,0.2863,0.397
Br,Br09,38,091,57,13,0.2819,0.437
Br,Br09,39,166,65,17,0.2847,0.462
Br,Br09,40,068,55,15,0.2883,0.419
Br,Br09,41,034,84,25,0.2854,0.374
Br,Br09,42,493,119,33,0.3027,0.275
Br,Br09,43,010,71,24,0.2314,0.28
Br,Br09,44,001,33,8,0.3247,0.442
Br,Br09,45,522,89,25,0.1994,0.452
Br,Br09,46,745,89,28,0.2724,0.198
Br,Br09,47,093,74,23,0.2513,0.327
Br,Br09,48,207,94,29,0.2278,0.398
Br,Br10,14,380,127,40,0.1342,-0.148
Br,Br10,15,600,98,34,0.1094,-0.071
Br,Br10,16,430,86,26,0.1448,-0.014
Br,Br10,17,430,97,31,0.14,0.142
Br,Br10,18,430,82,27,0.2044,0.151
Br,Br10,19,076,89,26,0.2423,0.259
Br,Br10,20,755,94,23,0.2537,0.302
Br,Br10,21,063,132,36,0.2718,0.356
Br,Br10,22,670,96,26,0.2732,0.385
Br,Br10,23,470,46,10,0.2292,0.486
Br,Br10,24,021,106,29,0.2145,0.262
Br,Br10,25,244,150,41,0.299,0.346
Br,Br10,26,290,111,24,0.2361,0.425
Br,Br10,27,379,135,39,0.2892,0.332
Br,Br10,28,290,114,31,0.3324,0.378
Br,Br10,29,015,42,9,0.2498,0.424
Br,Br10,30,002,40,8,0.2166,0.274
Br,Br10,31,300,49,11,0.2603,0.369
Br,Br10,32,004,171,54,0.2919,0.227
Bv,Bv02,4,541,5,27,0.1173,0.298
Bv,Bv02,7,445,32,29,0.0443,0.246
Bv,Bv02,8,040,20,10,0.0118,0.133
Bv,Bv02,9,745,43,30,0.1655,0.094
Bv,Bv02,10,430,26,13,0.1432,0.086
Bv,Bv02,11,739,6,8,0.1887,0.065
Bv,Bv02,12,022,51,31,0.2014,0.192
Bv,Bv02,13,050,10,8,0.1949,0.332
Bv,Bv02,14,022,16,11,0.2228,0.149
Bv,Bv02,15,002,18,8,0.1285,0.228
Bv,Bv02,16,022,29,12,0.1734,0.205
Bv,Bv02,17,007,26,20,0.1302,0.378
Bv,Bv02,18,059,64,42,0.2917,0.156
Bv,Bv02,19,006,42,24,0.2921,0.207
Bv,Bv02,20,420,71,42,0.2723,0.248
Bv,Bv02,21,077,42,34,0.2138,0.154
Bv,Bv02,22,654,17,9,0.2844,0.322
Bv,Bv02,23,380,83,49,0.3208,0.273
Bv,Bv02,24,380,73,49,0.2815,0.274
Bv,Bv02,25,060,93,52,0.3597,0.259
Bv,Bv02,26,380,82,47,0.2991,0.198
Bv,Bv02,27,010,32,19,0.1782,0.3
Bv,Bv02,28,060,15,10,0.2156,0.237
Bv,Bv02,29,040,57,32,0.2131,0.277
Bv,Bv02,30,041,34,14,0.2255,0.414
Bv,Bv02,31,700,17,7,0.2968,0.456
Bv,Bv02,32,522,16,7,0.1896,0.474
Bv,Bv02,33,484,21,9,0.2198,0.502
Bv,Bv02,34,470,71,40,0.3251,0.331
Bv,Bv02,35,021,108,63,0.3892,0.243
Bv,Bv02,36,360,60,38,0.2877,0.424
Bv,Bv02,37,630,47,23,0.3247,0.379
Bv,Bv02,38,047,33,17,0.2231,0.353
Bv,Bv02,39,326,62,37,0.2387,0.383
Bv,Bv02,40,006,35,22,0.2173,0.464
Bv,Bv03,34,065,68,44,0.0696,0.021
Bv,Bv03,35,200,50,20,0.2295,0.22
Bv,Bv03,36,235,13,5,0.2823,0.346
Bv,Bv03,37,100,35,14,0.2883,0.526
Bv,Bv03,38,054,28,10,0.245,0.594
Bv,Bv03,39,050,38,14,0.2154,0.487
Bv,Bv03,40,002,51,17,0.2219,0.349
Bv,Bv03,41,013,18,11,0.2936,0.347
Bv,Bv03,42,095,33,18,0.229,0.17
Bv,Bv03,43,065,39,22,0.233,0.215
Bv,Bv04,0,065,50,20,0.2458,0.346
Bv,Bv04,1,006,49,21,0.2253,0.231
Bv,Bv04,2,006,62,30,0.2713,0.091
Bv,Bv04,3,005,19,7,0.2416,0.054
Bv,Bv04,4,005,58,24,0.1898,0.119
Bv,Bv04,5,001,44,22,0.2353,0.203
Bv,Bv04,6,059,17,6,0.2338,0.251
Bv,Bv04,7,059,76,38,0.284,0.199
Bv,Bv04,8,059,84,41,0.2865,0.168
Bv,Bv04,9,002,77,31,0.2018,0.238
Bv,Bv04,10,300,25,10,0.2766,0.273
Bv,Bv04,11,004,75,35,0.268,0.178
Bv,Bv04,12,381,21,7,0.3032,0.329
Bv,Bv04,13,060,54,24,0.2592,0.379
Bv,Bv04,14,755,22,11,0.2984,0.285
Bv,Bv04,15,600,49,19,0.2274,0.203
Bv,Bv04,16,029,61,23,0.2821,0.357
Bv,Bv04,17,022,37,14,0.2917,0.433
Bv,Bv04,18,060,79,34,0.2572,0.266
Bv,Bv04,19,574,32,11,0.2323,0.426
Bv,Bv04,20,204,87,42,0.3225,0.325
Bv,Bv04,21,054,97,45,0.3177,0.285
Bv,Bv04,22,306,92,42,0.398,0.39
Bv,Bv04,23,001,59,22,0.2516,0.391
Bv,Bv04,24,009,62,29,0.3175,0.46
Bv,Bv04,25,005,48,27,0.3344,0.497
Bv,Bv04,26,001,17,6,0.3261,0.578
Bv,Bv04,27,200,64,34,0.3702,0.521
Bv,Bv04,28,095,39,18,0.3995,0.578
Bv,Bv04,29,032,22,8,0.2702,0.525
Bv,Bv04,30,700,50,23,0.3357,0.305
Bv,Bv04,31,032,17,7,0.2636,0.58
Bv,Bv04,32,200,65,30,0.3391,0.575
Bv,Bv04,33,091,46,21,0.3354,0.507
Bv,Bv04,34,739,32,20,0.3569,0.414
Bv,Bv04,35,739,19,8,0.26,0.6
Bv,Bv04,36,670,34,16,0.2609,0.488
Bv,Bv04,37,246,147,72,0.4337,0.374
Bv,Bv04,38,002,56,26,0.3398,0.354
Bv,Bv04,39,430,37,19,0.3884,0.505
Bv,Bv04,40,134,31,16,0.4147,0.52
Bv,Bv04,41,005,38,13,0.241,0.395
Bv,Bv04,42,670,64,29,0.2224,0.418
Bv,Bv05,0,465,45,37,0.2516,0.714
Bv,Bv05,1,029,16,14,0.242,0.561
Bv,Bv05,2,039,55,25,0.2952,0.505
Bv,Bv05,3,600,56,27,0.2549,0.295
Bv,Bv05,4,048,27,8,0.2308,0.327
Bv,Bv05,5,291,61,27,0.2838,0.321
Bv,Bv05,6,292,76,30,0.2734,0.266
Bv,Bv05,7,200,100,48,0.3179,0.132
Bv,Bv05,8,027,66,29,0.2281,0.293
Bv,Bv05,9,011,38,21,0.1996,0.362
Bv,Bv05,10,077,95,45,0.336,0.202
Bv,Bv05,11,034,58,24,0.2381,0.126
Bv,Bv05,12,027,33,15,0.252,0.112
Bv,Bv05,13,663,43,27,0.2222,0.134
Bv,Bv05,14,002,33,10,0.1772,0.366
Bv,Bv05,15,065,25,14,0.2687,0.248
Bv,Bv05,16,300,47,22,0.308,0.386
Bv,Bv05,17,385,71,23,0.2239,0.304
Bv,Bv05,18,003,91,48,0.4003,0.515
Bv,Bv05,19,236,124,60,0.434,0.369
Bv,Bv05,20,300,66,28,0.337,0.453
Bv,Bv05,21,232,53,23,0.2214,0.422
Bv,Bv05,22,446,41,24,0.2441,0.466
Bv,Bv05,23,300,67,22,0.1423,0.443
Bv,Bv05,24,385,14,5,0.1517,0.341
Bv,Bv05,25,003,24,9,0.1473,0.191
Bv,Bv05,26,002,66,29,0.2146,0.163
Bv,Bv05,27,091,24,9,0.2695,0.217
Bv,Bv05,28,582,37,13,0.1517,0.178
Bv,Bv05,29,006,99,40,0.2641,0.134
Bv,Bv05,30,291,77,37,0.2724,0.19
Bv,Bv05,31,034,49,23,0.2973,0.475
Bv,Bv05,32,208,63,26,0.2456,0.208
Bv,Bv05,33,540,72,33,0.276,0.239
Bv,Bv05,34,027,107,46,0.2787,0.225
Bv,Bv05,35,001,38,18,0.2601,0.228
Bv,Bv05,36,430,106,52,0.2254,0.231
Bv,Bv05,37,011,23,7,0.1907,0.403
Bv,Bv05,38,065,43,13,0.1498,0.278
Bv,Bv05,39,600,30,30,0.2374,-1.0
Bv,Bv08,0,045,12,8,0.3386,0.456
Bv,Bv08,1,002,39,19,0.3051,0.241
Bv,Bv08,2,451,34,17,0.3695,0.32
Bv,Bv08,3,205,72,37,0.3627,0.296
Bv,Bv08,4,490,88,41,0.3432,0.44
Bv,Bv08,5,099,42,20,0.362,0.348
Bv,Bv08,6,166,45,21,0.3556,0.434
Bv,Bv08,7,068,35,16,0.4107,0.46
Bv,Bv08,8,045,74,33,0.3721,0.447
Bv,Bv08,9,010,45,18,0.3532,0.674
Bv,Bv08,10,522,53,24,0.3913,0.574
Bv,Bv08,11,381,156,81,0.4465,0.402
Bv,Bv08,12,260,46,21,0.3962,0.563
Bv,Bv08,13,004,67,31,0.4264,0.573
Bv,Bv08,14,260,40,17,0.3741,0.619
Bv,Bv08,15,004,43,20,0.3691,0.566
Bv,Bv08,16,700,35,14,0.373,0.579
Bv,Bv08,17,095,68,37,0.3966,0.568
Bv,Bv08,18,022,74,37,0.3038,0.541
Bv,Bv08,19,360,67,34,0.4184,0.541
Bv,Bv08,20,006,37,20,0.3962,0.526
Bv,Bv08,21,006,58,31,0.3622,0.48
Bv,Bv08,22,567,22,10,0.3881,0.639
Bv,Bv08,23,208,86,39,0.4001,0.5
Bv,Bv08,24,001,14,7,0.396,0.525
Bv,Bv08,25,008,34,17,0.3762,0.471
Bv,Bv08,26,022,27,10,0.2285,0.412
Bv,Bv08,27,016,16,7,0.2493,0.415
Bv,Bv08,28,054,42,16,0.2535,0.353
Bv,Bv08,29,165,55,22,0.2378,0.256
Bv,Bv08,30,054,27,14,0.2726,0.391
Bv,Bv08,31,001,17,6,0.2345,0.345
Bv,Bv08,32,492,80,43,0.2905,0.197
Bv,Bv08,33,200,75,35,0.2931,0.203
Bv,Bv08,34,670,45,23,0.3058,0.245
Bv,Bv08,35,060,52,29,0.2965,0.208
Bv,Bv08,36,008,23,13,0.3803,0.316
Bv,Bv08,37,053,40,17,0.3103,0.399
Bv,Bv08,38,008,28,12,0.3506,0.342
Bv,Bv08,39,022,36,17,0.2785,0.331
Bv,Bv08,40,006,62,33,0.3204,0.238
Bv,Bv08,41,240,118,59,0.3544,0.101
Bv,Bv08,42,004,46,23,0.0333,0.204
Bv,Bv09,0,060,42,30,0.1294,0.264
Bv,Bv09,1,430,7,5,0.2703,0.244
Bv,Bv09,2,450,15,6,0.2323,0.318
Bv,Bv09,3,440,80,39,0.2741,0.159
Bv,Bv09,4,021,44,21,0.2359,0.196
Bv,Bv09,5,211,63,32,0.2788,0.204
Bv,Bv09,6,006,32,11,0.2457,0.417
Bv,Bv09,7,400,59,34,0.2677,0.236
Bv,Bv09,8,140,41,16,0.25,0.345
Bv,Bv09,9,200,72,37,0.3102,0.249
Bv,Bv09,10,007,40,20,0.3181,0.257
Bv,Bv09,11,004,18,7,0.2648,0.354
Bv,Bv09,12,156,35,14,0.2387,0.325
Bv,Bv09,13,007,37,16,0.3438,0.257
Bv,Bv09,14,004,15,6,0.3391,0.412
Bv,Bv09,15,154,30,16,0.3335,0.361
Bv,Bv09,16,079,15,14,0.2169,0.405
Bv,Bv09,17,065,24,10,0.3228,0.402
Bv,Bv09,18,022,24,12,0.3463,0.472
Bv,Bv09,19,027,28,14,0.3981,0.576
Bv,Bv09,20,024,28,13,0.4204,0.484
Bv,Bv09,21,045,69,33,0.3667,0.476
Bv,Bv09,22,010,29,17,0.3685,0.567
Bv,Bv09,23,044,27,11,0.383,0.562
Bv,Bv09,24,522,43,23,0.3565,0.534
Bv,Bv09,25,045,89,37,0.373,0.474
Bv,Bv09,26,260,82,35,0.3276,0.507
Bv,Bv09,27,004,41,21,0.3894,0.388
Bv,Bv09,28,059,45,23,0.3237,0.398
Bv,Bv09,29,304,66,37,0.3877,0.484
Bv,Bv09,30,493,60,32,0.3949,0.57
Bv,Bv09,31,304,61,33,0.3764,0.669
Bv,Bv09,32,407,79,38,0.3898,0.624
Bv,Bv09,33,001,12,5,0.3995,0.614
Bv,Bv09,34,607,59,31,0.3937,0.683
Bv,Bv09,35,065,26,11,0.35,0.721
Bv,Bv09,36,022,25,12,0.3808,0.672
Bv,Bv09,37,004,41,22,0.3336,0.497
Bv,Bv09,38,305,52,29,0.3937,0.554
Bv,Bv09,39,004,41,19,0.3769,0.636
Bv,Bv09,40,022,25,11,0.3532,0.562
Bv,Bv09,41,215,53,31,0.2321,0.465
Bv,Bv09,42,381,56,29,0.3997,0.434
Bv,Bv09,43,062,34,15,0.2921,0.521
Bv,Bv09,44,034,26,17,0.3438,0.489
Bv,Bv09,45,041,44,25,0.3148,0.49
Bv,Bv09,46,166,17,8,0.3067,0.511
Bv,Bv09,47,068,47,22,0.3037,0.372
Bv,Bv09,48,306,28,14,0.302,0.471
Bv,Bv09,49,400,67,38,0.388,0.35
Bv,Bv09,50,700,58,38,0.3987,0.244
Bv,Bv09,51,700,23,10,0.2263,0.261
Bv,Bv10,0,166,43,17,0.2736,0.326
Bv,Bv10,1,068,29,14,0.1514,0.466
Bv,Bv10,2,493,107,50,0.3838,0.248
Bv,Bv10,3,492,111,56,0.3144,0.188
Bv,Bv10,4,167,64,30,0.3256,0.305
Bv,Bv10,5,002,66,32,0.2943,0.41
Bv,Bv10,6,167,65,27,0.3815,0.489
Bv,Bv10,7,727,45,25,0.378,0.499
Bv,Bv10,8,733,57,32,0.3018,0.39
Bv,Bv10,9,001,73,34,0.4287,0.497
Bv,Bv10,10,581,125,54,0.4046,0.348
Bv,Bv10,11,022,27,12,0.397,0.547
Bv,Bv10,12,002,35,14,0.3805,0.564
Bv,Bv10,13,022,73,34,0.4132,0.47
Bv,Bv10,14,002,38,14,0.3683,0.485
Bv,Bv10,15,022,48,23,0.4432,0.561
Bv,Bv10,16,022,16,7,0.4454,0.639
Bv,Bv10,17,002,37,14,0.3195,0.546
Bv,Bv10,18,059,48,21,0.3521,0.505
Bv,Bv10,19,002,27,11,0.1806,0.428
Bv,Bv10,20,306,67,35,0.3668,0.355
Bv,Bv10,21,001,37,18,0.451,0.41
Bv,Bv10,22,630,68,27,0.2878,0.387
Bv,Bv10,23,405,61,31,0.3972,0.526
Bv,Bv10,24,600,71,41,0.3659,0.434
Bv,Bv10,25,700,23,12,0.3116,0.372
Bv,Bv10,26,540,60,35,0.3784,0.377
Bv,Bv10,27,005,29,15,0.3896,0.469
Bv,Bv10,28,053,12,11,0.2519,0.548
Bv,Bv10,29,002,31,15,0.4113,0.517
Bv,Bv10,30,005,58,24,0.2745,0.537
Bv,Bv10,31,041,46,23,0.219,0.508
Bv,Bv10,32,095,89,37,0.3324,0.454
Bv,Bv10,33,007,72,32,0.2181,0.305
Bv,Bv10,34,240,91,50,0.3825,0.181
Bv,Bv10,35,050,28,9,0.147,0.182
Bv,Bv10,36,073,40,23,0.2502,0.08
Bv,Bv10,37,493,70,35,0.2688,0.146
Bv,Bv10,38,004,53,22,0.2653,0.211
Bv,Bv10,39,670,29,30,0.2087,0.218
Bv,Bv10,41,063,5,17,0.1276,0.0
Bv,Bv11,1,266,45,27,0.108,0.238
Bv,Bv11,2,027,35,16,0.1294,0.225
Bv,Bv11,3,470,73,30,0.1625,0.211
