side,line,position,head,print_ink_width,tracing_width,similarity,local_score
Pr,Pr07,36,407,18,13,0.2511,0.298
Pr,Pr07,37,021,45,30,0.319,0.36
Pr,Pr07,38,095,23,15,0.2632,0.313
Pr,Pr07,39,407,33,28,0.3181,0.24
Pr,Pr07,40,109,20,21,0.3145,0.32
Pr,Pr07,41,522,18,16,0.3474,0.336
Pr,Pr07,42,630,17,12,0.2431,0.379
Pr,Pr07,43,020,20,14,0.2878,0.333
Pr,Pr07,44,007,45,34,0.38,0.404
Pr,Pr07,45,246,22,17,0.3025,0.226
Pr,Pr07,46,445,23,16,0.2865,0.321
Pr,Pr07,47,050,19,13,0.2859,0.367
Pr,Pr07,48,009,13,9,0.27,0.322
Pr,Pr07,49,021,47,34,0.3144,0.221
Pr,Pr07,50,760,11,8,0.2979,0.318
Pr,Pr07,51,050,10,8,0.3904,0.297
Pr,Pr07,52,002,43,38,0.3179,0.149
Pr,Pr07,53,050,13,9,0.2676,0.306
Pr,Pr07,54,005,32,20,0.3036,0.364
Pr,Pr07,55,004,38,28,0.2919,0.474
Pr,Pr07,56,009,19,13,0.306,0.481
Pr,Pr07,57,005,25,25,0.2797,0.28
Pr,Pr07,58,007,22,15,0.3156,0.335
Pr,Pr07,59,095,16,12,0.3362,0.378
Pr,Pr07,60,002,11,9,0.3257,0.339
Pr,Pr08,0,050,21,16,0.3298,0.388
Pr,Pr08,1,008,27,18,0.2661,0.331
Pr,Pr08,2,600,32,21,0.2029,0.312
Pr,Pr08,3,281,58,47,0.3627,0.237
Pr,Pr08,4,011,12,7,0.2705,0.485
Pr,Pr08,5,445,44,29,0.2896,0.401
Pr,Pr08,6,300,26,19,0.32,0.625
Pr,Pr08,7,005,14,17,0.2668,0.569
Pr,Pr08,8,009,20,13,0.226,0.316
Pr,Pr08,9,004,10,6,0.212,0.51
Pr,Pr08,10,002,14,9,0.3735,0.459
Pr,Pr08,11,400,21,20,0.2745,0.245
Pr,Pr08,12,652,44,29,0.3183,0.299
Pr,Pr08,13,606,38,30,0.3028,0.466
Pr,Pr08,14,403,70,59,0.3914,0.197
Pr,Pr08,15,246,43,24,0.2692,0.288
Pr,Pr08,16,308,39,34,0.3385,0.189
Pr,Pr08,17,400,56,31,0.2696,0.227
Pr,Pr08,18,406,23,13,0.2658,0.435
Pr,Pr08,19,001,23,13,0.2035,0.351
Pr,Pr08,20,001,20,12,0.2375,0.375
Pr,Pr08,21,007,26,16,0.228,0.356
Pr,Pr08,22,034,32,28,0.2981,0.154
Pr,Pr08,23,064,46,32,0.2805,0.326
Pr,Pr08,24,200,31,19,0.2916,0.177
Pr,Pr08,25,522,6,5,0.1783,0.222
Pr,Pr08,26,001,17,9,0.2422,0.46
Pr,Pr08,27,040,58,32,0.2366,0.2
Pr,Pr08,28,372,31,19,0.1951,0.159
Pr,Pr08,29,380,42,32,0.2678,0.198
Pr,Pr08,30,232,23,16,0.2974,0.33
Pr,Pr08,31,081,21,15,0.2908,0.272
Pr,Pr08,32,739,28,16,0.3001,0.268
Pr,Pr08,33,070,8,7,0.2763,0.243
Pr,Pr08,34,001,16,11,0.1955,0.292
Pr,Pr08,35,154,92,56,0.3374,0.215
Pr,Pr08,36,606,86,55,0.3474,0.263
Pr,Pr08,37,004,64,38,0.3123,0.303
Pr,Pr08,38,040,56,35,0.3492,0.277
Pr,Pr08,39,430,10,6,0.2387,0.419
Pr,Pr08,40,433,32,19,0.34,0.412
Pr,Pr08,41,004,18,13,0.2731,0.46
Pr,Pr08,42,534,33,22,0.3007,0.416
Pr,Pr08,43,593,15,10,0.2662,0.376
Pr,Pr08,44,375,16,9,0.2802,0.371
Pr,Pr08,45,050,63,38,0.2309,0.182
Pr,Pr08,46,024,16,9,0.2153,0.093
Pr,Pr08,47,076,56,45,0.3777,0.065
Pr,Pr08,48,076,13,16,0.1942,0.206
Pr,Pr09,24,200,4,13,0.1577,0.286
Pr,Pr09,25,041,10,7,0.2233,0.39
Pr,Pr09,26,001,11,7,0.2665,0.356
Pr,Pr09,27,099,11,7,0.2823,0.275
Pr,Pr09,28,010,7,5,0.2785,0.354
Pr,Pr09,29,050,41,33,0.3338,0.548
Pr,Pr09,30,001,19,21,0.2779,0.514
Pr,Pr09,31,022,11,6,0.2388,0.514
Pr,Pr09,32,048,16,8,0.2259,0.526
Pr,Pr09,33,002,16,9,0.288,0.578
Pr,Pr09,34,001,11,6,0.2126,0.562
Pr,Pr09,35,491,41,24,0.2693,0.494
Pr,Pr09,36,522,27,16,0.2757,0.496
Pr,Pr09,37,3),9,9,0.2362,0.343
Pr,Pr10,0,780,38,22,0.2594,0.37
Pr,Pr10,1,600,51,32,0.2334,0.331
Pr,Pr10,2,053,23,11,0.2131,0.432
Pr,Pr10,3,004,37,28,0.2464,0.391
Pr,Pr10,4,290,49,36,0.3213,0.288
Pr,Pr10,5,400,30,25,0.3221,0.615
Pr,Pr10,6,067,24,12,0.291,0.477
Pr,Pr10,7,600,39,22,0.2619,0.378
Pr,Pr10,8,600,26,20,0.3409,0.411
Pr,Pr10,9,600,51,28,0.2559,0.471
Pr,Pr10,10,430,33,16,0.2153,0.461
Pr,Pr10,11,300,50,30,0.2832,0.329
Pr,Pr10,12,004,11,5,0.2032,0.243
Pr,Pr10,13,700,18,11,0.2835,0.295
Pr,Pr10,14,600,36,22,0.203,0.321
Pr,Pr10,15,365,37,24,0.264,0.418
Pr,Pr10,16,406,39,29,0.3121,0.367
Pr,Pr10,17,365,30,23,0.3496,0.31
Pr,Pr10,18,400,41,25,0.2478,0.456
Pr,Pr10,19,021,39,19,0.2358,0.525
Pr,Pr10,20,600,51,32,0.1958,0.469
Pr,Pr10,21,198,22,16,0.2061,0.24
Pr,Pr10,22,047,22,11,0.1906,0.248
Pr,Pr10,23,067,23,11,0.1862,0.609
Pr,Pr10,24,700,19,10,0.3036,0.581
Pr,Pr10,25,700,18,9,0.1292,0.554
Pr,Pr10,26,020,18,9,0.143,0.415
Pr,Pr10,27,710,15,11,0.213,0.36
Pr,Pr10,28,020,18,9,0.2176,0.483
Pr,Pr10,29,700,15,10,0.2055,0.357
Pr,Pr10,30,001,12,6,0.1192,0.334
Pr,Pr10,31,710,13,11,0.2454,0.494
Pr,Pr10,32,700,18,10,0.1629,0.622
Pr,Pr10,33,700,22,11,0.1761,0.468
Pr,Pr10,34,020,18,9,0.1333,0.512
Pr,Pr10,35,710,12,9,0.1492,0.447
Pr,Pr10,36,402,17,10,0.1367,0.472
Pr,Pr10,37,2),23,14,0.2369,0.55
Pr,Pr11,25,009,12,12,0.0816,0.232
Pr,Pr11,26,599,27,15,0.0778,0.305
Pr,Pr11,27,067,22,12,0.099,0.351
Pr,Pr11,28,451,38,21,0.0826,0.532
Pr,Pr11,29,109,17,9,0.1953,0.74
Pv,Pv01,0,4),94,81,0.3122,0.251
Pv,Pv01,1,200,27,19,0.3036,0.466
Pv,Pv01,2,600,27,23,0.2069,0.363
Pv,Pv01,3,007,18,13,0.3258,0.419
Pv,Pv01,4,001,30,28,0.2198,0.311
Pv,Pv01,5,091,8,5,0.1696,0.412
Pv,Pv01,6,005,16,16,0.2646,0.495
Pv,Pv01,7,005,12,8,0.2519,0.572
Pv,Pv01,8,144,27,19,0.2482,0.302
Pv,Pv01,9,005,24,16,0.2074,0.311
Pv,Pv01,10,200,35,22,0.1948,0.386
Pv,Pv01,11,200,27,21,0.2221,0.37
Pv,Pv01,12,710,34,24,0.2973,0.296
Pv,Pv01,13,090,11,9,0.2934,0.353
Pv,Pv01,14,540,46,43,0.2775,0.137
Pv,Pv01,15,450,57,32,0.1882,0.24
Pv,Pv01,16,002,22,12,0.1064,0.268
Pv,Pv01,17,755,29,16,0.0875,0.271
Pv,Pv01,18,009,22,12,0.079,0.241
Pv,Pv01,19,061,49,26,0.0807,0.251
Pv,Pv01,20,734,49,26,0.1131,0.434
Pv,Pv01,21,734,60,32,0.0974,0.453
Pv,Pv01,22,684,71,38,0.1122,0.446
Pv,Pv02,17,004,16,8,0.056,0.247
Pv,Pv02,18,021,18,10,0.102,0.296
Pv,Pv02,19,020,16,8,0.0846,0.331
Pv,Pv02,20,280,40,22,0.1159,0.371
Pv,Pv02,21,021,18,10,0.1129,0.371
Pv,Pv02,22,027,33,17,0.1039,0.411
Pv,Pv02,23,600,44,23,0.0999,0.373
Pv,Pv02,24,209,50,27,0.111,0.39
Pv,Pv02,25,600,43,22,0.104,0.408
Pv,Pv02,26,048,16,9,0.1198,0.412
Pv,Pv02,27,021,38,20,0.0837,0.396
Pv,Pv02,28,739,28,15,0.1104,0.516
Pv,Pv02,29,020,18,10,0.1037,0.506
Pv,Pv02,30,053,18,10,0.092,0.461
Pv,Pv02,31,360,55,29,0.1159,0.479
Pv,Pv02,32,360,55,29,0.1333,0.484
Pv,Pv02,33,430,33,18,0.0943,0.371
Pv,Pv02,34,047,23,13,0.081,0.303
Pv,Pv02,35,575,48,25,0.1398,0.479
Pv,Pv03,0,575,23,22,0.3091,0.378
Pv,Pv03,1,004,10,6,0.2432,0.412
Pv,Pv03,2,578,25,20,0.2994,0.284
Pv,Pv03,3,070,25,15,0.2679,0.397
Pv,Pv03,4,007,22,14,0.2974,0.399
Pv,Pv03,5,021,10,8,0.303,0.31
Pv,Pv03,6,095,18,17,0.087,0.244
Pv,Pv03,7,381,22,19,0.286,0.346
Pv,Pv03,8,045,13,8,0.2154,0.427
Pv,Pv03,9,522,15,16,0.274,0.47
Pv,Pv03,10,060,6,8,0.1345,0.478
Pv,Pv03,11,301,30,23,0.329,0.392
Pv,Pv03,12,060,13,8,0.2257,0.479
Pv,Pv03,13,040,25,15,0.2596,0.56
Pv,Pv03,14,025,31,23,0.3324,0.536
Pv,Pv03,15,002,28,24,0.3154,0.489
Pv,Pv03,16,474,16,8,0.2868,0.381
Pv,Pv03,17,445,32,21,0.3106,0.334
Pv,Pv03,18,001,23,19,0.2686,0.297
Pv,Pv03,19,030,11,6,0.1679,0.268
Pv,Pv03,20,030,20,19,0.2742,0.282
Pv,Pv03,21,002,22,21,0.2566,0.07
Pv,Pv03,22,431,54,29,0.1907,0.243
Pv,Pv03,23,030,26,20,0.1603,0.077
Pv,Pv04,0,065,18,10,0.1912,0.265
Pv,Pv04,1,554,43,22,0.172,0.389
Pv,Pv04,2,311,96,79,0.3784,0.049
Pv,Pv04,3,600,31,21,0.2741,0.286
Pv,Pv04,4,027,28,15,0.2485,0.265
Pv,Pv04,5,700,16,8,0.2206,0.483
Pv,Pv04,6,001,11,6,0.2464,0.469
Pv,Pv04,7,078,48,35,0.3368,0.197
Pv,Pv04,8,034,28,17,0.2618,0.249
Pv,Pv04,9,607,58,40,0.3077,0.23
Pv,Pv04,10,057,15,9,0.1933,0.267
Pv,Pv04,11,034,26,17,0.2232,0.218
Pv,Pv04,12,600,21,20,0.2991,0.27
Pv,Pv04,13,290,25,20,0.2937,0.188
Pv,Pv04,14,600,27,21,0.2861,0.19
Pv,Pv04,15,045,19,12,0.2244,0.272
Pv,Pv04,16,256,39,31,0.3189,0.269
Pv,Pv04,17,006,17,10,0.2372,0.31
Pv,Pv04,18,308,34,25,0.2732,0.204
Pv,Pv04,19,034,25,15,0.2233,0.253
Pv,Pv04,20,216,44,34,0.3612,0.262
Pv,Pv04,21,099,18,17,0.2373,0.314
Pv,Pv04,22,446,70,54,0.4139,0.159
Pv,Pv04,23,606,24,17,0.2273,0.145
Pv,Pv04,24,034,51,34,0.2954,0.161
Pv,Pv04,25,202,42,33,0.279,0.406
Pv,Pv04,26,222,11,8,0.2006,0.343
Pv,Pv04,27,044,25,20,0.313,0.188
Pv,Pv04,28,069,27,22,0.2606,0.191
Pv,Pv04,29,382,30,22,0.3121,0.201
Pv,Pv04,30,421,27,20,0.2738,0.467
Pv,Pv04,31,095,38,21,0.2345,0.6
Pv,Pv04,32,088,44,38,0.3387,0.422
Pv,Pv04,33,200,11,14,0.2656,0.328
Pv,Pv04,34,739,10,7,0.1706,0.394
Pv,Pv04,35,040,20,15,0.2395,0.251
Pv,Pv04,36,140,39,34,0.2719,0.19
Pv,Pv04,37,356,24,22,0.1991,0.284
Pv,Pv04,38,301,22,19,0.2643,0.243
Pv,Pv04,39,004,21,18,0.2529,0.19
Pv,Pv04,40,004,27,25,0.2688,0.196
Pv,Pv04,41,209,25,17,0.2277,0.165
Pv,Pv04,42,081,12,9,0.2276,0.201
Pv,Pv04,43,050,67,55,0.3497,0.142
Pv,Pv04,44,450,7,7,0.2621,0.353
Pv,Pv04,45,045,53,39,0.247,0.357
Pv,Pv04,46,027,23,19,0.1899,0.328
Pv,Pv04,47,081,15,9,0.1608,0.267
Pv,Pv04,48,050,15,11,0.0818,0.313
Pv,Pv04,49,450,15,9,0.0484,0.294
Pv,Pv04,50,060,32,46,0.0729,0.069
Pv,Pv06,0,600,49,43,0.3381,0.253
Pv,Pv06,1,600,21,20,0.2434,0.134
Pv,Pv06,2,200,58,53,0.3558,0.136
Pv,Pv06,3,200,50,47,0.3435,0.321
Pv,Pv06,4,200,53,54,0.325,0.35
Pv,Pv06,5,200,56,50,0.365,0.219
Pv,Pv06,6,600,16,29,0.1782,0.368
Pv,Pv06,7,214,45,35,0.2729,0.469
Pv,Pv06,8,316,22,19,0.273,0.303
Pv,Pv06,9,008,30,27,0.2903,0.255
Pv,Pv06,10,421,16,16,0.2132,0.197
Pv,Pv06,11,021,10,15,0.2939,0.254
Pv,Pv06,12,021,17,15,0.2033,0.25
Pv,Pv06,13,144,20,15,0.3293,0.442
Pv,Pv06,14,599,16,10,0.3166,0.377
Pv,Pv06,15,117,12,8,0.1762,0.31
Pv,Pv06,16,702,19,15,0.234,0.264
Pv,Pv06,17,081,22,22,0.2933,0.232
Pv,Pv06,18,589,18,15,0.2206,0.125
Pv,Pv06,19,137,20,15,0.3025,0.332
Pv,Pv06,20,069,20,19,0.2243,0.262
Pv,Pv06,21,451,43,31,0.3307,0.425
Pv,Pv06,22,206,20,15,0.2831,0.55
Pv,Pv06,23,730,35,29,0.2762,0.455
Pv,Pv06,24,209,42,39,0.3087,0.295
Pv,Pv06,25,200,15,14,0.1651,0.27
Pv,Pv06,26,056,23,16,0.2292,0.22
Pv,Pv06,27,034,12,10,0.3411,0.385
Pv,Pv06,28,700,33,26,0.2581,0.32
Pv,Pv06,29,204,18,15,0.2748,0.294
Pv,Pv06,30,755,25,21,0.3221,0.377
Pv,Pv06,31,381,17,14,0.3521,0.282
Pv,Pv06,32,755,25,23,0.1524,0.288
Pv,Pv06,33,381,17,13,0.3278,0.394
Pv,Pv06,34,006,20,16,0.3005,0.317
Pv,Pv06,35,755,18,19,0.2957,0.221
Pv,Pv06,36,132,26,28,0.2525,0.236
Pv,Pv06,37,205,30,35,0.2524,0.323
Pv,Pv06,38,316,14,11,0.2854,0.536
Pv,Pv06,39,008,8,8,0.2471,0.478
Pv,Pv06,40,021,18,16,0.2614,0.403
Pv,Pv06,41,021,18,16,0.2952,0.417
Pv,Pv06,42,144,17,17,0.1623,0.338
Pv,Pv06,43,026,19,19,0.2725,0.4
Pv,Pv06,44,006,13,11,0.275,0.388
Pv,Pv06,45,700,13,11,0.3018,0.578
Pv,Pv06,46,081,23,20,0.2644,0.548
Pv,Pv06,47,461,20,25,0.2443,0.323
Pv,Pv06,48,589,25,26,0.274,0.415
Pv,Pv06,49,049,13,14,0.2645,0.445
Pv,Pv06,50,137,11,13,0.2496,0.421
Pv,Pv06,51,069,13,9,0.2725,0.524
Pv,Pv06,52,440,13,10,0.245,0.561
Pv,Pv06,53,200,41,50,0.2515,0.308
Pv,Pv06,54,206,32,30,0.2577,0.212
Pv,Pv06,55,385,21,20,0.2678,0.303
Pv,Pv06,56,600,38,42,0.2939,0.09
Pv,Pv06,57,001,7,6,0.2884,0.406
Pv,Pv06,58,608,32,41,0.1628,0.097
Pv,Pv07,8,200,13,47,0.079,-1.0
Pv,Pv07,9,200,24,31,0.2734,0.302
Pv,Pv07,10,200,13,10,0.2358,0.253
Pv,Pv07,11,045,27,33,0.2024,0.135
Pv,Pv07,12,004,9,7,0.1505,0.277
Pv,Pv07,13,045,7,7,0.1067,0.307
Pv,Pv07,14,004,8,7,0.2638,0.543
Pv,Pv07,15,045,20,17,0.2483,0.611
Pv,Pv07,16,004,11,8,0.2606,0.628
Pv,Pv07,17,200,7,7,0.1864,0.512
Pv,Pv07,18,001,33,32,0.189,0.347
Pv,Pv07,19,200,6,5,0.2329,0.422
Pv,Pv07,20,001,23,30,0.1639,0.206
Pv,Pv07,21,022,41,43,0.1971,0.229
Pv,Pv07,22,200,11,8,0.0372,0.429
Pv,Pv07,23,022,28,28,0.1828,0.334
Pv,Pv07,24,004,16,36,0.154,0.25
Pv,Pv07,25,045,10,7,0.1978,0.544
Pv,Pv07,26,711,8,7,0.3078,0.466
Pv,Pv07,27,043,10,15,0.2453,0.296
Pv,Pv07,28,381,33,31,0.209,0.314
Pv,Pv07,29,205,21,24,0.2668,0.349
Pv,Pv07,30,081,20,18,0.2563,0.35
Pv,Pv07,31,482,30,25,0.2841,0.277
Pv,Pv07,32,021,20,16,0.3079,0.228
Pv,Pv07,33,021,23,24,0.2639,0.2
Pv,Pv07,34,144,16,17,0.3054,0.339
Pv,Pv07,35,599,18,16,0.2715,0.32
Pv,Pv07,36,045,20,16,0.2843,0.248
Pv,Pv07,37,700,18,17,0.2649,0.305
Pv,Pv07,38,081,8,8,0.2613,0.404
Pv,Pv07,39,421,12,10,0.1797,0.277
Pv,Pv07,40,049,20,16,0.3237,0.2
Pv,Pv07,41,565,23,20,0.2859,0.194
Pv,Pv07,42,200,14,11,0.2921,0.365
Pv,Pv07,43,280,28,29,0.2427,0.325
Pv,Pv07,44,209,32,34,0.2573,0.281
Pv,Pv07,45,280,23,21,0.296,0.438
Pv,Pv07,46,027,25,23,0.3422,0.379
Pv,Pv07,47,203,18,20,0.3125,0.388
Pv,Pv07,48,009,20,17,0.231,0.313
Pv,Pv07,49,710,45,37,0.3544,0.35
Pv,Pv07,50,009,15,13,0.2276,0.302
Pv,Pv07,51,206,14,10,0.2971,0.245
Pv,Pv07,52,001,25,20,0.2106,0.247
Pv,Pv07,53,206,26,29,0.2606,0.158
Pv,Pv07,54,001,13,9,0.2497,0.149
Pv,Pv07,55,077,41,31,0.3219,0.436
Pv,Pv07,56,464,13,9,0.2871,0.487
Pv,Pv07,57,078,13,10,0.3176,0.449
Pv,Pv07,58,078,22,21,0.2998,0.332
Pv,Pv07,59,386,11,8,0.3062,0.263
Pv,Pv07,60,078,10,8,0.1406,0.31
Pv,Pv07,61,386,25,29,0.2792,0.293
Pv,Pv07,62,078,15,10,0.1746,0.375
Pv,Pv07,63,010,12,13,0.2341,0.347
Pv,Pv07,64,700,23,17,0.2822,0.455
Pv,Pv08,0,700,21,15,0.2818,0.425
Pv,Pv08,1,081,24,18,0.2709,0.358
Pv,Pv08,2,022,18,18,0.2217,0.314
Pv,Pv08,3,002,18,16,0.3348,0.288
Pv,Pv08,4,002,20,16,0.3107,0.231
Pv,Pv08,5,144,18,18,0.3034,0.298
Pv,Pv08,6,700,12,9,0.2623,0.402
Pv,Pv08,7,669,26,21,0.2418,0.104
Pv,Pv08,8,081,20,17,0.2794,0.156
Pv,Pv08,9,020,23,18,0.2816,0.265
Pv,Pv08,10,675,27,25,0.2851,0.386
Pv,Pv08,11,004,19,18,0.2837,0.379
Pv,Pv08,12,004,23,19,0.2789,0.215
Pv,Pv08,13,010,28,18,0.2357,0.154
Pv,Pv08,14,431,25,22,0.286,0.211
Pv,Pv08,15,053,13,9,0.2399,0.435
Pv,Pv08,16,381,24,18,0.325,0.352
Pv,Pv08,17,053,15,10,0.278,0.279
Pv,Pv08,18,381,12,16,0.2327,0.401
Pv,Pv08,19,053,11,11,0.258,0.307
Pv,Pv08,20,016,11,7,0.2026,0.285
Pv,Pv08,21,260,37,31,0.2324,0.301
Pv,Pv08,22,450,14,11,0.2695,0.357
Pv,Pv08,23,209,19,24,0.1921,0.245
Pv,Pv08,24,030,18,17,0.2429,0.271
Pv,Pv08,25,290,20,20,0.2834,0.356
Pv,Pv08,26,256,34,33,0.3137,0.259
Pv,Pv08,27,046,13,11,0.2649,0.452
Pv,Pv08,28,710,11,9,0.3461,0.517
Pv,Pv08,29,005,16,11,0.2701,0.585
Pv,Pv08,30,004,24,17,0.2575,0.478
Pv,Pv08,31,737,44,35,0.3325,0.246
Pv,Pv08,32,464,20,20,0.2783,0.319
Pv,Pv08,33,381,25,17,0.3221,0.447
Pv,Pv08,34,252,34,29,0.3032,0.451
Pv,Pv08,35,002,8,8,0.2936,0.326
Pv,Pv08,36,599,11,13,0.2621,0.311
Pv,Pv08,37,077,8,7,0.1421,0.073
Pv,Pv08,38,570,9,15,0.0799,0.171
Pv,Pv08,39,055,8,11,0.2265,0.348
Pv,Pv08,40,045,10,7,0.1591,0.264
Pv,Pv08,41,280,25,23,0.2606,0.344
Pv,Pv08,42,606,25,40,0.146,0.196
Pv,Pv08,43,280,30,21,0.3262,0.424
Pv,Pv08,44,606,42,38,0.3195,0.306
Pv,Pv08,45,280,24,18,0.2422,0.312
Pv,Pv08,46,405,48,37,0.3145,0.319
Pv,Pv08,47,669,8,24,0.1246,0.235
Pv,Pv08,48,048,9,8,0.2465,0.244
Pv,Pv08,49,669,18,19,0.273,0.261
Pv,Pv08,50,099,13,17,0.2716,0.271
Pv,Pv08,51,048,9,9,0.2874,0.474
Pv,Pv08,52,045,45,38,0.2839,0.298
Pv,Pv08,53,045,12,9,0.0809,0.226
Pv,Pv08,54,050,11,10,0.2255,0.291
Pv,Pv08,55,504,36,34,0.3033,0.312
Pv,Pv08,56,144,18,19,0.2092,0.392
Pv,Pv08,57,020,23,17,0.1601,0.253
Pv,Pv08,58,200,16,22,0.1717,0.242
Pv,Pv08,59,006,14,18,0.2685,0.358
Pv,Pv08,60,180,35,38,0.1731,0.315
Pv,Pv08,61,464,23,24,0.2134,0.401
Pv,Pv08,62,006,24,20,0.2478,0.345
Pv,Pv08,63,360,23,31,0.1629,0.187
Pv,Pv08,64,360,51,57,0.2819,0.262
Pv,Pv09,17,004,32,26,0.2593,0.08
Pv,Pv09,18,074,13,9,0.2084,0.25
Pv,Pv09,19,431,37,24,0.2292,0.37
Pv,Pv09,20,280,20,20,0.2104,0.175
Pv,Pv09,21,079,4,11,0.1107,0.265
Pv,Pv09,22,001,38,29,0.1982,0.313
Pv,Pv09,23,002,51,45,0.2938,0.228
Pv,Pv09,24,079,16,12,0.3073,0.354
Pv,Pv09,25,001,33,27,0.2294,0.341
Pv,Pv09,26,133,13,18,0.1732,0.453
Pv,Pv09,27,002,62,50,0.3505,0.218
Pv,Pv09,28,004,11,7,0.2546,0.516
Pv,Pv09,29,004,13,7,0.2141,0.427
Pv,Pv09,30,079,13,11,0.2154,0.177
Pv,Pv09,31,001,41,29,0.2809,0.26
Pv,Pv09,32,381,54,42,0.3321,0.216
Pv,Pv09,33,106,18,10,0.2229,0.417
Pv,Pv09,34,450,9,12,0.238,0.414
Pv,Pv09,35,280,32,22,0.2002,0.277
Pv,Pv09,36,450,23,13,0.2466,0.298
Pv,Pv09,37,010,32,17,0.2594,0.384
Pv,Pv09,38,326,54,32,0.2718,0.311
Pv,Pv09,39,067,18,10,0.1209,0.21
Pv,Pv09,40,710,13,9,0.2399,0.443
Pv,Pv09,41,710,15,8,0.2107,0.454
Pv,Pv09,42,084,29,16,0.1325,0.478
Pv,Pv09,43,001,8,6,0.0799,0.507
Pv,Pv09,44,084,28,20,0.2181,0.509
Pv,Pv09,45,326,49,30,0.2042,0.425
Pv,Pv09,46,734,41,34,0.3072,0.229
Pv,Pv09,47,254,41,34,0.1894,0.134
Pv,Pv09,48,604,70,32,0.0993,0.316
Pv,Pv09,49,290,51,24,0.1105,0.425
Pv,Pv09,50,048,35,17,0.1027,0.532
Pv,Pv10,34,730,12,7,0.1316,0.323
Pv,Pv10,35,001,17,10,0.0938,0.341
Pv,Pv10,36,040,13,8,0.0807,0.267
Pv,Pv10,37,098,28,16,0.0946,0.284
Pv,Pv10,38,011,13,8,0.0711,0.324
Pv,Pv10,39,022,13,8,0.0784,0.258
Pv,Pv10,40,022,23,14,0.0821,0.243
Pv,Pv10,41,011,65,36,0.1842,0.253
Pv,Pv10,42,356,19,11,0.1125,0.456
Pv,Pv10,43,017,17,10,0.1524,0.368
Pv,Pv10,44,019,29,16,0.1605,0.257
Pv,Pv10,45,001,48,27,0.1615,0.476
Pv,Pv10,46,309,22,12,0.1424,0.522
Pv,Pv10,47,054,34,19,0.1674,0.411
Pv,Pv10,48,380,8,5,0.0677,0.452
Pv,Pv10,49,054,13,8,0.1933,0.483
Pv,Pv10,50,401,33,26,0.2286,0.477
Pv,Pv10,51,011,27,15,0.2349,0.43
Pv,Pv10,52,048,16,9,0.0794,0.379
Pv,Pv10,53,017,13,9,0.3081,0.429
Pv,Pv10,54,011,7,16,0.1755,0.357
Pv,Pv10,55,230,38,21,0.1875,0.344
Qv,Qv01,43,001,16,6,0.18,0.398
Qv,Qv01,44,045,40,16,0.2055,0.36
Qv,Qv01,45,664,60,27,0.2303,0.441
Qv,Qv01,46,693,67,38,0.3072,0.469
Qv,Qv02,27,007,46,30,0.2264,0.169
Qv,Qv02,28,034,46,23,0.2526,0.376
Qv,Qv02,29,320,54,21,0.2017,0.347
Qv,Qv02,30,091,64,31,0.2402,0.555
Qv,Qv02,31,005,38,18,0.1646,0.424
Qv,Qv02,32,005,27,14,0.1728,0.428
Qv,Qv02,33,144,39,24,0.2343,0.189
Qv,Qv02,34,005,7,17,0.1807,0.218
Qv,Qv02,35,200,24,13,0.1765,0.261
Qv,Qv02,36,200,61,26,0.2349,0.292
Qv,Qv02,37,710,55,22,0.1984,0.309
Qv,Qv02,38,755,24,10,0.1877,0.318
Qv,Qv02,39,090,44,18,0.1815,0.245
Qv,Qv02,40,540,38,15,0.0591,0.402
Qv,Qv03,11,600,10,9,0.024,0.003
Qv,Qv03,12,209,16,8,0.224,0.351
Qv,Qv03,13,048,18,10,0.1894,0.539
Qv,Qv03,14,021,31,16,0.2867,0.601
Qv,Qv03,15,048,16,10,0.3393,0.544
Qv,Qv03,16,739,16,8,0.1911,0.471
Qv,Qv03,17,020,13,7,0.1607,0.521
Qv,Qv03,18,048,18,10,0.2488,0.563
Qv,Qv03,19,001,19,10,0.2684,0.627
Qv,Qv03,20,053,33,18,0.2538,0.673
Qv,Qv03,21,360,60,31,0.2465,0.636
Qv,Qv03,22,360,34,18,0.2144,0.479
Qv,Qv03,23,430,28,15,0.2347,0.465
Qv,Qv03,24,097,51,32,0.2243,0.379
Qv,Qv03,25,300,42,40,0.138,0.198
Qv,Qv03,38,007,40,21,0.0984,-1.0
Qv,Qv03,39,021,17,9,0.1156,0.508
Qv,Qv03,40,093,44,23,0.1348,0.423
Qv,Qv03,41,381,19,10,0.155,0.464
Qv,Qv03,42,045,38,24,0.1451,0.506
Qv,Qv03,43,685,17,9,0.221,0.55
Qv,Qv03,44,060,45,24,0.2643,0.518
Qv,Qv03,45,301,12,7,0.356,0.539
Qv,Qv03,46,060,17,9,0.2202,0.508
Qv,Qv04,0,002,21,10,0.0472,0.098
Qv,Qv04,1,670,47,23,0.1996,0.308
Qv,Qv04,2,445,33,17,0.2173,0.47
Qv,Qv04,3,011,17,7,0.2183,0.5
Qv,Qv04,4,030,32,18,0.2314,0.345
Qv,Qv04,5,030,43,17,0.1931,0.368
Qv,Qv04,6,002,39,16,0.2611,0.41
Qv,Qv04,7,430,37,17,0.2491,0.464
Qv,Qv04,8,030,52,23,0.2389,0.424
Qv,Qv04,9,044,21,9,0.1917,0.344
Qv,Qv04,10,048,51,28,0.3112,0.336
Qv,Qv04,11,206,78,49,0.3588,0.273
