side,line,position,head,height,width,stroke_px,stroke_ratio,density
Pr,Pr08,20,001,32,20,2.0,0.0625,0.225
Pr,Pr08,21,007,27,26,2.02,0.0748,0.236
Pr,Pr08,23,064,35,46,2.02,0.0579,0.212
Pr,Pr08,25,522,15,6,2.0,0.1333,0.367
Pr,Pr08,26,001,30,17,2.03,0.0675,0.229
Pr,Pr08,27,040,36,58,2.03,0.0564,0.201
Pr,Pr08,30,232,35,23,2.04,0.0584,0.175
Pr,Pr08,31,081,31,21,2.05,0.066,0.2
Pr,Pr08,32,739,33,28,2.04,0.0618,0.274
Pr,Pr08,33,070,19,8,2.06,0.1082,0.316
Pr,Pr08,34,001,25,16,2.1,0.0842,0.3
Pr,Pr08,35,154,35,92,2.03,0.0581,0.262
Pr,Pr08,36,606,36,86,2.02,0.0562,0.228
Pr,Pr08,37,004,36,64,2.03,0.0563,0.25
Pr,Pr08,38,040,37,56,2.05,0.0553,0.25
Pr,Pr08,39,430,26,10,2.0,0.0769,0.338
Pr,Pr08,40,433,34,32,2.0,0.0588,0.275
Pr,Pr08,41,004,27,18,2.0,0.0741,0.243
Pr,Pr08,42,534,31,33,2.06,0.0665,0.275
Pr,Pr08,43,593,29,15,2.03,0.0701,0.193
Pr,Pr08,44,375,30,16,2.08,0.0693,0.323
Pr,Pr08,48,076,37,13,2.09,0.0564,0.225
Pr,Pr09,25,041,29,10,2.07,0.0714,0.176
Pr,Pr09,26,001,35,11,2.04,0.0583,0.156
Pr,Pr09,27,099,26,11,2.0,0.0769,0.262
Pr,Pr09,28,010,30,7,2.0,0.0667,0.243
Pr,Pr09,29,050,36,41,2.02,0.0562,0.272
Pr,Pr09,30,001,36,19,2.08,0.0577,0.298
Pr,Pr09,31,022,32,11,2.0,0.0625,0.347
Pr,Pr09,32,048,32,16,2.02,0.063,0.375
Pr,Pr09,33,002,32,16,2.01,0.0627,0.318
Pr,Pr09,34,001,27,11,2.02,0.0749,0.236
Pr,Pr09,35,491,36,41,2.05,0.057,0.286
Pr,Pr09,36,522,34,27,2.02,0.0595,0.279
Pr,Pr09,37,3),19,9,2.0,0.1053,0.281
Pr,Pr10,0,780,35,38,2.06,0.0588,0.196
Pr,Pr10,1,600,35,51,2.03,0.058,0.176
Pr,Pr10,2,053,30,23,2.05,0.0683,0.258
Pr,Pr10,3,004,29,37,2.02,0.0695,0.202
Pr,Pr10,4,290,37,49,2.04,0.055,0.227
Pr,Pr10,5,400,37,30,2.01,0.0545,0.248
Pr,Pr10,6,067,35,24,2.07,0.0592,0.301
Pr,Pr10,7,600,37,39,2.05,0.0553,0.253
Pr,Pr10,8,600,36,26,2.0,0.0556,0.236
Pr,Pr10,9,600,37,51,2.04,0.0553,0.24
Pr,Pr10,10,430,34,33,2.0,0.0588,0.191
Pr,Pr10,11,300,38,50,2.05,0.0538,0.243
Pr,Pr10,12,004,34,11,2.05,0.0603,0.27
Pr,Pr10,13,700,35,18,2.03,0.0581,0.23
Pr,Pr10,14,600,27,36,2.06,0.0764,0.171
Pr,Pr10,15,365,36,37,2.09,0.0581,0.23
Pr,Pr10,16,406,36,39,2.04,0.0567,0.213
Pr,Pr10,17,365,37,30,2.02,0.0546,0.232
Pr,Pr10,18,400,33,41,2.02,0.0611,0.214
Pr,Pr10,19,021,32,39,2.4,0.0749,0.441
Pr,Pr10,20,600,28,51,2.42,0.0864,0.39
Pr,Pr10,21,198,28,22,2.06,0.0734,0.154
Pr,Pr10,22,047,29,22,2.31,0.0797,0.27
Pr,Pr10,23,067,32,23,2.44,0.0761,0.319
Pr,Pr10,24,700,33,19,2.4,0.0728,0.577
Pr,Pr10,25,700,20,18,2.41,0.1204,0.4
Pr,Pr10,26,020,22,18,2.37,0.1076,0.351
Pr,Pr10,27,710,23,15,2.22,0.0966,0.2
Pr,Pr10,28,020,32,18,2.18,0.068,0.214
Pr,Pr10,29,700,27,15,2.1,0.0778,0.138
Pr,Pr10,30,001,18,12,2.13,0.1181,0.245
Pr,Pr10,31,710,25,13,2.11,0.0843,0.2
Pr,Pr10,32,700,20,18,2.83,0.1416,0.358
Pr,Pr10,33,700,22,22,3.21,0.1461,0.554
Pr,Pr10,34,020,19,18,2.92,0.1539,0.553
Pr,Pr10,35,710,24,12,2.1,0.0874,0.125
Pr,Pr10,36,402,18,17,2.11,0.117,0.294
Pr,Pr10,37,2),24,23,2.1,0.0876,0.342
Pr,Pr11,25,009,6,12,2.98,0.4959,0.639
Pr,Pr11,26,599,15,27,4.83,0.3219,0.543
Pr,Pr11,27,067,16,22,5.78,0.3611,0.645
Pr,Pr11,28,451,16,38,5.24,0.3278,0.613
Pr,Pr11,29,109,13,17,4.89,0.3765,0.774
Pv,Pv01,0,4),36,94,2.04,0.0568,0.126
Pv,Pv01,1,200,27,27,2.01,0.0746,0.272
Pv,Pv01,2,600,18,27,2.02,0.1124,0.276
Pv,Pv01,3,007,30,18,2.01,0.0671,0.215
Pv,Pv01,4,001,33,30,2.03,0.0614,0.118
Pv,Pv01,5,091,18,8,2.0,0.1111,0.208
Pv,Pv01,6,005,35,16,2.01,0.0575,0.22
Pv,Pv01,7,005,32,12,2.0,0.0625,0.273
Pv,Pv01,8,144,30,27,2.02,0.0673,0.215
Pv,Pv01,9,005,28,24,2.02,0.0722,0.204
Pv,Pv01,10,200,34,35,2.02,0.0595,0.182
Pv,Pv01,11,200,32,27,2.03,0.0634,0.126
Pv,Pv01,12,710,30,34,2.02,0.0672,0.195
Pv,Pv01,13,090,35,11,2.0,0.0571,0.182
Pv,Pv01,15,450,32,57,4.04,0.1262,0.326
Pv,Pv01,16,002,14,22,5.43,0.388,0.747
Pv,Pv01,17,755,13,29,5.77,0.4438,0.782
Pv,Pv01,18,009,16,22,7.12,0.4451,0.688
Pv,Pv01,19,061,19,49,6.61,0.3477,0.597
Pv,Pv01,20,734,17,49,5.18,0.3046,0.673
Pv,Pv01,21,734,16,60,5.49,0.3433,0.708
Pv,Pv01,22,684,16,71,6.23,0.3893,0.713
Pv,Pv02,17,004,12,16,5.55,0.4623,0.776
Pv,Pv02,18,021,15,18,5.51,0.3676,0.633
Pv,Pv02,19,020,13,16,6.62,0.5094,0.779
Pv,Pv02,20,280,15,40,4.86,0.3238,0.722
Pv,Pv02,21,021,14,18,4.72,0.3373,0.726
Pv,Pv02,22,027,17,33,5.65,0.3326,0.654
Pv,Pv02,23,600,14,44,8.31,0.5938,0.794
Pv,Pv02,24,209,16,50,5.62,0.3515,0.688
Pv,Pv02,25,600,16,43,5.94,0.3709,0.709
Pv,Pv02,26,048,16,16,4.07,0.2545,0.68
Pv,Pv02,27,021,14,38,5.99,0.4276,0.756
Pv,Pv02,28,739,16,28,5.79,0.3621,0.699
Pv,Pv02,29,020,14,18,4.37,0.3119,0.857
Pv,Pv02,30,053,14,18,4.77,0.3404,0.841
Pv,Pv02,31,360,16,55,6.05,0.3782,0.713
Pv,Pv02,32,360,17,55,5.05,0.2971,0.672
Pv,Pv02,33,430,18,33,5.72,0.3177,0.641
Pv,Pv02,34,047,15,23,6.86,0.457,0.757
Pv,Pv02,35,575,17,48,6.42,0.3775,0.624
Pv,Pv03,0,575,29,23,2.03,0.0699,0.172
Pv,Pv03,1,004,25,10,2.0,0.08,0.252
Pv,Pv03,2,578,30,25,2.0,0.0667,0.181
Pv,Pv03,3,070,30,25,2.03,0.0675,0.164
Pv,Pv03,4,007,33,22,2.01,0.061,0.174
Pv,Pv03,5,021,25,10,2.0,0.08,0.264
Pv,Pv03,6,095,22,18,2.0,0.0909,0.129
Pv,Pv03,7,381,32,22,2.08,0.065,0.172
Pv,Pv03,8,045,29,13,2.0,0.069,0.21
Pv,Pv03,9,522,24,15,2.03,0.0848,0.142
Pv,Pv03,11,301,35,30,2.05,0.0586,0.162
Pv,Pv03,12,060,33,13,2.0,0.0606,0.152
Pv,Pv03,13,040,32,25,2.02,0.063,0.226
Pv,Pv03,14,025,34,31,2.03,0.0597,0.268
Pv,Pv03,15,002,31,28,2.04,0.0659,0.141
Pv,Pv03,16,474,35,16,2.02,0.0578,0.225
Pv,Pv03,17,445,33,32,2.08,0.063,0.23
Pv,Pv03,18,001,30,23,2.0,0.0667,0.2
Pv,Pv03,19,030,20,11,2.11,0.1056,0.323
Pv,Pv03,20,030,35,20,2.03,0.058,0.241
Pv,Pv03,22,431,36,54,4.17,0.1158,0.253
Pv,Pv04,0,065,26,18,2.0,0.0769,0.284
Pv,Pv04,1,554,28,43,2.0,0.0714,0.211
Pv,Pv04,3,600,31,31,2.02,0.0652,0.241
Pv,Pv04,4,027,30,28,2.0,0.0667,0.256
Pv,Pv04,5,700,30,16,2.0,0.0667,0.244
Pv,Pv04,6,001,33,11,2.0,0.0606,0.237
Pv,Pv04,8,034,34,28,2.0,0.0588,0.168
Pv,Pv04,9,607,36,58,2.02,0.0562,0.172
Pv,Pv04,10,057,24,15,2.03,0.0844,0.306
Pv,Pv04,11,034,32,26,2.01,0.0628,0.177
Pv,Pv04,12,600,25,21,2.0,0.08,0.269
Pv,Pv04,15,045,23,19,2.01,0.0875,0.243
Pv,Pv04,16,256,34,39,2.04,0.0601,0.191
Pv,Pv04,17,006,25,17,2.01,0.0805,0.24
Pv,Pv04,18,308,30,34,2.0,0.0667,0.212
Pv,Pv04,19,034,27,25,2.01,0.0745,0.216
Pv,Pv04,20,216,32,44,2.06,0.0643,0.201
Pv,Pv04,21,099,27,18,2.07,0.0766,0.14
Pv,Pv04,25,202,36,42,2.01,0.0559,0.195
Pv,Pv04,26,222,20,11,2.03,0.1015,0.255
Pv,Pv04,29,382,29,30,2.07,0.0713,0.187
Pv,Pv04,30,421,34,27,2.03,0.0597,0.191
Pv,Pv04,31,095,33,38,2.03,0.0616,0.191
Pv,Pv04,32,088,30,44,2.09,0.0697,0.155
Pv,Pv04,33,200,28,11,2.15,0.077,0.195
Pv,Pv04,34,739,32,10,2.0,0.0625,0.159
Pv,Pv04,35,040,31,20,2.02,0.065,0.156
Pv,Pv04,37,356,26,24,2.19,0.0842,0.123
Pv,Pv04,38,301,26,22,2.01,0.0774,0.215
Pv,Pv04,42,081,28,12,2.0,0.0714,0.161
Pv,Pv04,44,450,31,7,2.12,0.0685,0.226
Pv,Pv04,45,045,23,53,2.05,0.0891,0.149
Pv,Pv04,46,027,21,23,2.04,0.0972,0.172
Pv,Pv04,47,081,26,15,2.09,0.0803,0.105
Pv,Pv04,48,050,16,15,2.1,0.1315,0.171
Pv,Pv04,49,450,14,15,2.0,0.1429,0.133
Pv,Pv06,0,600,34,49,2.0,0.0588,0.136
Pv,Pv06,3,200,33,50,2.01,0.0608,0.193
Pv,Pv06,4,200,35,53,2.0,0.0571,0.188
Pv,Pv06,5,200,30,56,2.0,0.0668,0.173
Pv,Pv06,6,600,30,16,2.0,0.0667,0.198
Pv,Pv06,7,214,30,45,2.01,0.0669,0.169
Pv,Pv06,8,316,33,22,2.0,0.0606,0.135
Pv,Pv06,9,008,26,30,2.0,0.0769,0.217
Pv,Pv06,11,021,17,10,2.07,0.1217,0.241
Pv,Pv06,12,021,28,17,2.04,0.073,0.141
Pv,Pv06,13,144,31,20,2.01,0.0648,0.234
Pv,Pv06,14,599,31,16,2.01,0.0649,0.26
Pv,Pv06,15,117,16,12,2.06,0.129,0.328
Pv,Pv06,16,702,32,19,2.0,0.0625,0.148
Pv,Pv06,17,081,26,22,2.0,0.0769,0.199
Pv,Pv06,19,137,34,20,2.02,0.0594,0.206
Pv,Pv06,20,069,32,20,2.03,0.0635,0.18
Pv,Pv06,21,451,30,43,2.02,0.0672,0.234
Pv,Pv06,22,206,32,20,2.0,0.0625,0.267
Pv,Pv06,23,730,34,35,2.0,0.0588,0.15
Pv,Pv06,24,209,36,42,2.01,0.0559,0.17
Pv,Pv06,25,200,30,15,2.0,0.0667,0.118
Pv,Pv06,26,056,32,23,2.06,0.0643,0.174
Pv,Pv06,27,034,35,12,2.02,0.0577,0.202
Pv,Pv06,28,700,35,33,2.0,0.0571,0.107
Pv,Pv06,29,204,32,18,2.01,0.0629,0.188
Pv,Pv06,30,755,33,25,2.02,0.0612,0.187
Pv,Pv06,31,381,33,17,2.05,0.062,0.23
Pv,Pv06,32,755,20,25,2.09,0.1045,0.182
Pv,Pv06,33,381,30,17,2.02,0.0673,0.176
Pv,Pv06,34,006,30,20,2.01,0.0671,0.205
Pv,Pv06,35,755,27,18,2.0,0.0741,0.171
Pv,Pv06,36,132,33,26,2.07,0.0627,0.166
Pv,Pv06,37,205,31,30,2.0,0.0645,0.208
Pv,Pv06,38,316,28,14,2.02,0.072,0.253
Pv,Pv06,39,008,23,8,2.0,0.087,0.228
Pv,Pv06,40,021,32,18,2.0,0.0625,0.189
Pv,Pv06,41,021,25,18,2.06,0.0823,0.282
Pv,Pv06,42,144,16,17,2.07,0.1296,0.243
Pv,Pv06,43,026,30,19,2.03,0.0677,0.172
Pv,Pv06,44,006,32,13,2.02,0.063,0.231
Pv,Pv06,45,700,32,13,2.01,0.063,0.25
Pv,Pv06,46,081,32,23,2.06,0.0644,0.163
Pv,Pv06,47,461,30,20,2.09,0.0698,0.185
Pv,Pv06,48,589,29,25,2.01,0.0694,0.181
Pv,Pv06,49,049,23,13,2.03,0.0883,0.184
Pv,Pv06,50,137,28,11,2.07,0.0738,0.172
Pv,Pv06,51,069,28,13,2.06,0.0734,0.264
Pv,Pv06,52,440,27,13,2.05,0.0759,0.199
Pv,Pv06,53,200,37,41,2.02,0.0545,0.198
Pv,Pv06,54,206,34,32,2.02,0.0594,0.149
Pv,Pv06,55,385,32,21,2.1,0.0655,0.17
Pv,Pv06,57,001,24,7,2.0,0.0833,0.292
Pv,Pv07,9,200,23,24,2.02,0.0877,0.152
Pv,Pv07,10,200,28,13,2.04,0.0728,0.121
Pv,Pv07,12,004,15,9,2.0,0.1333,0.156
Pv,Pv07,14,004,25,8,2.0,0.08,0.22
Pv,Pv07,15,045,32,20,2.0,0.0625,0.163
Pv,Pv07,16,004,25,11,2.0,0.08,0.211
Pv,Pv07,17,200,28,7,2.1,0.0751,0.107
Pv,Pv07,18,001,34,33,2.03,0.0597,0.102
Pv,Pv07,19,200,29,6,2.0,0.069,0.138
Pv,Pv07,20,001,32,23,2.07,0.0647,0.071
Pv,Pv07,21,022,27,41,2.08,0.0771,0.058
Pv,Pv07,23,022,37,28,2.0,0.0541,0.073
Pv,Pv07,25,045,21,10,2.0,0.0952,0.181
Pv,Pv07,26,711,26,8,2.07,0.0795,0.231
Pv,Pv07,27,043,26,10,2.03,0.078,0.215
Pv,Pv07,28,381,34,33,2.05,0.0604,0.135
Pv,Pv07,29,205,37,21,2.03,0.0549,0.273
Pv,Pv07,30,081,25,20,2.03,0.0813,0.186
Pv,Pv07,31,482,37,30,2.04,0.0551,0.186
Pv,Pv07,32,021,36,20,2.07,0.0574,0.229
Pv,Pv07,33,021,30,23,2.01,0.067,0.204
Pv,Pv07,34,144,31,16,2.07,0.0667,0.25
Pv,Pv07,35,599,26,18,2.05,0.0789,0.16
Pv,Pv07,36,045,26,20,2.04,0.0784,0.256
Pv,Pv07,37,700,34,18,2.03,0.0597,0.176
Pv,Pv07,38,081,30,8,2.0,0.0667,0.158
Pv,Pv07,39,421,30,12,2.09,0.0697,0.089
Pv,Pv07,40,049,29,20,2.04,0.0704,0.203
Pv,Pv07,42,200,33,14,2.0,0.0606,0.136
Pv,Pv07,43,280,32,28,2.04,0.0637,0.161
Pv,Pv07,44,209,26,32,2.0,0.0769,0.157
Pv,Pv07,45,280,27,23,2.0,0.0741,0.176
Pv,Pv07,46,027,29,25,2.05,0.0707,0.164
Pv,Pv07,47,203,34,18,2.01,0.0591,0.239
Pv,Pv07,48,009,24,20,2.02,0.0842,0.175
Pv,Pv07,49,710,37,45,2.01,0.0543,0.183
Pv,Pv07,50,009,28,15,2.0,0.0714,0.114
Pv,Pv07,51,206,35,14,2.0,0.0571,0.21
Pv,Pv07,52,001,35,25,2.0,0.0571,0.075
Pv,Pv07,55,077,36,41,2.01,0.0557,0.203
Pv,Pv07,56,464,35,13,2.02,0.0577,0.31
Pv,Pv07,57,078,34,13,2.04,0.0599,0.186
Pv,Pv07,58,078,38,22,2.06,0.0542,0.199
Pv,Pv07,59,386,35,11,2.0,0.0571,0.158
Pv,Pv07,60,078,20,10,2.0,0.1,0.13
Pv,Pv07,61,386,30,25,2.0,0.0667,0.236
Pv,Pv07,62,078,30,15,2.03,0.0676,0.12
Pv,Pv07,63,010,32,12,2.0,0.0625,0.24
Pv,Pv07,64,700,35,23,2.0,0.0571,0.173
Pv,Pv08,0,700,28,21,2.0,0.0714,0.206
Pv,Pv08,1,081,30,24,2.02,0.0672,0.156
Pv,Pv08,2,022,34,18,2.0,0.0588,0.119
Pv,Pv08,3,002,30,18,2.03,0.0677,0.204
Pv,Pv08,4,002,34,20,2.0,0.0588,0.178
Pv,Pv08,5,144,28,18,2.0,0.0714,0.165
Pv,Pv08,6,700,26,12,2.0,0.0769,0.237
Pv,Pv08,9,020,35,23,2.0,0.0571,0.185
Pv,Pv08,10,675,37,27,2.0,0.0541,0.173
Pv,Pv08,11,004,29,19,2.0,0.069,0.16
Pv,Pv08,12,004,36,23,2.01,0.0558,0.194
Pv,Pv08,14,431,35,25,2.01,0.0575,0.134
Pv,Pv08,15,053,32,13,2.0,0.0625,0.195
Pv,Pv08,16,381,34,24,2.0,0.0588,0.181
Pv,Pv08,17,053,30,15,2.03,0.0676,0.289
Pv,Pv08,18,381,34,12,2.03,0.0598,0.243
Pv,Pv08,19,053,33,11,2.02,0.0613,0.198
Pv,Pv08,20,016,26,11,2.05,0.0787,0.255
Pv,Pv08,21,260,34,37,2.01,0.0591,0.117
Pv,Pv08,22,450,31,14,2.0,0.0645,0.161
Pv,Pv08,23,209,32,19,2.0,0.0625,0.163
Pv,Pv08,24,030,32,18,2.02,0.063,0.175
Pv,Pv08,25,290,34,20,2.01,0.0592,0.182
Pv,Pv08,26,256,33,34,2.02,0.0611,0.191
Pv,Pv08,27,046,19,13,2.0,0.1053,0.255
Pv,Pv08,28,710,33,11,2.04,0.0619,0.309
Pv,Pv08,29,005,27,16,2.01,0.0746,0.234
Pv,Pv08,30,004,25,24,2.0,0.08,0.265
Pv,Pv08,31,737,33,44,2.0,0.0606,0.19
Pv,Pv08,32,464,33,20,2.01,0.0609,0.2
Pv,Pv08,33,381,35,25,2.03,0.058,0.275
Pv,Pv08,34,252,28,34,2.03,0.0725,0.321
Pv,Pv08,35,002,26,8,2.0,0.0769,0.168
Pv,Pv08,36,599,26,11,2.0,0.0769,0.157
Pv,Pv08,39,055,13,8,2.0,0.1538,0.279
Pv,Pv08,40,045,20,10,2.08,0.1038,0.185
Pv,Pv08,41,280,33,25,2.02,0.0612,0.177
Pv,Pv08,43,280,34,30,2.0,0.0588,0.237
Pv,Pv08,44,606,25,42,2.03,0.0813,0.164
Pv,Pv08,45,280,30,24,2.05,0.0682,0.097
Pv,Pv08,46,405,33,48,2.01,0.061,0.147
Pv,Pv08,48,048,22,9,2.0,0.0909,0.192
Pv,Pv08,49,669,36,18,2.01,0.0558,0.218
Pv,Pv08,50,099,25,13,2.02,0.0808,0.237
Pv,Pv08,51,048,23,9,2.03,0.0882,0.285
Pv,Pv08,52,045,38,45,2.01,0.053,0.127
Pv,Pv08,53,045,10,12,2.59,0.2594,0.492
Pv,Pv08,54,050,32,11,2.0,0.0625,0.162
Pv,Pv08,55,504,34,36,2.02,0.0594,0.142
Pv,Pv08,56,144,32,18,2.0,0.0625,0.149
Pv,Pv08,57,020,31,23,2.22,0.0715,0.083
Pv,Pv08,58,200,32,16,2.0,0.0625,0.1
Pv,Pv08,59,006,24,14,2.07,0.0862,0.137
Pv,Pv08,60,180,37,35,2.09,0.0564,0.085
Pv,Pv08,61,464,28,23,2.0,0.0714,0.076
Pv,Pv08,62,006,35,24,2.0,0.0571,0.135
Pv,Pv08,64,360,30,51,2.0,0.0667,0.069
Pv,Pv09,18,074,31,13,2.13,0.0687,0.112
Pv,Pv09,19,431,36,37,2.01,0.0559,0.097
Pv,Pv09,22,001,32,38,2.02,0.0632,0.064
Pv,Pv09,23,002,34,51,2.01,0.0592,0.075
Pv,Pv09,24,079,31,16,2.09,0.0673,0.163
Pv,Pv09,25,001,28,33,2.0,0.0714,0.113
Pv,Pv09,26,133,25,13,2.12,0.0847,0.123
Pv,Pv09,27,002,35,62,2.05,0.0585,0.088
Pv,Pv09,28,004,36,11,2.0,0.0556,0.172
Pv,Pv09,29,004,30,13,2.0,0.0667,0.126
Pv,Pv09,31,001,36,41,2.06,0.0571,0.117
Pv,Pv09,32,381,36,54,2.01,0.0558,0.159
Pv,Pv09,33,106,28,18,2.02,0.072,0.167
Pv,Pv09,34,450,26,9,2.0,0.0769,0.188
Pv,Pv09,35,280,26,32,2.0,0.0769,0.155
Pv,Pv09,36,450,33,23,2.06,0.0623,0.133
Pv,Pv09,37,010,34,32,2.0,0.0588,0.195
Pv,Pv09,38,326,34,54,2.0,0.0588,0.196
Pv,Pv09,39,067,14,18,2.05,0.1461,0.266
Pv,Pv09,40,710,22,13,2.0,0.0909,0.196
Pv,Pv09,41,710,28,15,2.11,0.0752,0.207
Pv,Pv09,42,084,25,29,2.05,0.0821,0.153
Pv,Pv09,44,084,25,28,2.02,0.0808,0.223
Pv,Pv09,45,326,28,49,2.05,0.0733,0.226
Pv,Pv09,46,734,33,41,2.0,0.0606,0.098
Pv,Pv09,48,604,20,70,3.21,0.1607,0.395
Pv,Pv09,49,290,14,51,2.91,0.2078,0.529
Pv,Pv09,50,048,15,35,3.3,0.2201,0.499
Pv,Pv10,34,730,15,12,2.36,0.1575,0.511
Pv,Pv10,35,001,10,17,3.05,0.3045,0.688
Pv,Pv10,36,040,10,13,3.88,0.3878,0.715
Pv,Pv10,37,098,12,28,2.96,0.2467,0.449
Pv,Pv10,38,011,8,13,2.45,0.3063,0.51
Pv,Pv10,39,022,10,13,2.78,0.278,0.569
Pv,Pv10,40,022,11,23,2.73,0.2479,0.557
Pv,Pv10,41,011,39,65,2.38,0.061,0.178
Pv,Pv10,42,356,18,19,2.4,0.1332,0.266
Pv,Pv10,43,017,18,17,2.12,0.1177,0.333
Pv,Pv10,44,019,23,29,2.2,0.0957,0.33
Pv,Pv10,45,001,24,48,3.13,0.1303,0.336
Pv,Pv10,46,309,19,22,2.19,0.1152,0.251
Pv,Pv10,47,054,26,34,2.3,0.0883,0.233
Pv,Pv10,48,380,7,8,2.28,0.3252,0.571
Pv,Pv10,49,054,15,13,2.12,0.141,0.318
Pv,Pv10,50,401,27,33,2.33,0.0863,0.221
Pv,Pv10,51,011,34,27,2.27,0.0668,0.248
Pv,Pv10,52,048,10,16,2.26,0.2257,0.338
Pv,Pv10,53,017,34,13,2.01,0.0592,0.253
Pv,Pv10,54,011,22,7,2.0,0.0909,0.266
Pv,Pv10,55,230,24,38,2.32,0.0968,0.273
Qv,Qv01,43,001,28,16,2.39,0.0852,0.491
Qv,Qv01,44,045,34,40,2.18,0.064,0.349
Qv,Qv01,45,664,42,60,2.08,0.0495,0.218
Qv,Qv01,46,693,40,67,2.05,0.0513,0.121
Qv,Qv02,28,034,40,46,2.2,0.0551,0.257
Qv,Qv02,29,320,43,54,2.13,0.0495,0.225
Qv,Qv02,30,091,44,64,2.15,0.0489,0.192
Qv,Qv02,31,005,30,38,2.33,0.0776,0.292
Qv,Qv02,32,005,38,27,2.04,0.0538,0.065
Qv,Qv02,35,200,31,24,2.21,0.0714,0.147
Qv,Qv02,36,200,44,61,2.19,0.0498,0.304
Qv,Qv02,37,710,44,55,2.16,0.049,0.249
Qv,Qv02,38,755,34,24,2.17,0.0639,0.297
Qv,Qv02,39,090,42,44,2.23,0.053,0.252
Qv,Qv02,40,540,18,38,2.23,0.124,0.414
Qv,Qv03,12,209,22,16,2.02,0.0919,0.455
Qv,Qv03,13,048,22,18,2.02,0.0918,0.449
Qv,Qv03,14,021,42,31,2.02,0.0481,0.178
Qv,Qv03,15,048,39,16,2.02,0.0519,0.252
Qv,Qv03,16,739,27,16,2.01,0.0744,0.317
Qv,Qv03,17,020,21,13,2.06,0.0979,0.322
Qv,Qv03,18,048,32,18,2.02,0.0632,0.262
Qv,Qv03,19,001,32,19,2.04,0.0637,0.255
Qv,Qv03,20,053,35,33,2.02,0.0576,0.277
Qv,Qv03,21,360,39,60,2.04,0.0523,0.245
Qv,Qv03,22,360,36,34,2.07,0.0576,0.235
Qv,Qv03,23,430,40,28,2.1,0.0525,0.228
Qv,Qv03,24,097,31,51,2.05,0.0661,0.261
Qv,Qv03,39,021,212,17,2.26,0.0107,0.213
Qv,Qv03,40,093,189,44,2.17,0.0115,0.136
Qv,Qv03,41,381,165,19,2.09,0.0127,0.165
Qv,Qv03,42,045,139,38,2.13,0.0154,0.135
Qv,Qv03,43,685,97,17,2.1,0.0216,0.109
Qv,Qv03,44,060,55,45,2.05,0.0373,0.246
Qv,Qv03,45,301,42,12,2.06,0.0491,0.391
Qv,Qv03,46,060,28,17,2.06,0.0734,0.397
Qv,Qv04,1,670,30,47,2.02,0.0675,0.232
Qv,Qv04,2,445,33,33,2.01,0.0608,0.191
Qv,Qv04,3,011,31,17,2.05,0.0661,0.218
Qv,Qv04,4,030,31,32,2.06,0.0665,0.282
Qv,Qv04,5,030,35,43,2.1,0.06,0.244
Qv,Qv04,6,002,42,39,2.05,0.0488,0.288
Qv,Qv04,7,430,39,37,2.02,0.0519,0.193
Qv,Qv04,8,030,41,52,2.1,0.0512,0.179
Qv,Qv04,9,044,34,21,2.02,0.0594,0.182
Qv,Qv04,10,048,39,51,2.03,0.0521,0.248
Qv,Qv04,11,206,44,78,2.01,0.0457,0.158
Qv,Qv04,13,600,37,32,2.07,0.056,0.202
Qv,Qv04,14,027,39,21,2.1,0.0538,0.193
Qv,Qv04,15,700,32,13,2.1,0.0657,0.264
Qv,Qv04,16,011,47,82,2.08,0.0443,0.211
Qv,Qv04,17,078,40,19,2.11,0.0528,0.229
Qv,Qv04,18,021,36,19,2.12,0.0589,0.282
Qv,Qv04,20,380,39,83,2.24,0.0574,0.311
Qv,Qv04,21,205,45,35,2.1,0.0466,0.284
Qv,Qv04,22,381,39,22,3.13,0.0803,0.471
Qv,Qv04,23,021,19,16,4.13,0.2171,0.747
Qv,Qv05,1,421,42,38,2.03,0.0484,0.225
Qv,Qv05,2,095,33,49,2.17,0.0658,0.24
Qv,Qv05,3,087,43,55,2.15,0.0499,0.202
Qv,Qv05,4,200,46,71,2.02,0.0439,0.168
Qv,Qv05,5,739,46,26,2.13,0.0462,0.187
Qv,Qv05,6,040,44,18,2.11,0.048,0.165
Qv,Qv05,7,140,47,29,2.1,0.0446,0.197
Qv,Qv05,8,316,45,97,2.21,0.049,0.23
Qv,Qv05,9,301,33,42,2.25,0.0682,0.265
Qv,Qv05,10,004,36,38,2.15,0.0597,0.211
Qv,Qv05,11,004,39,42,2.07,0.0531,0.214
Qv,Qv05,12,209,38,36,2.05,0.0539,0.105
Qv,Qv05,13,081,7,13,2.15,0.3066,0.363
Qv,Qv05,15,450,36,32,2.01,0.056,0.061
Qv,Qv05,16,034,32,22,2.07,0.0647,0.095
Qv,Qv05,17,027,41,37,2.05,0.05,0.091
Qv,Qv05,18,081,14,17,2.0,0.1429,0.088
Qv,Qv05,19,050,24,22,2.04,0.0851,0.205
Qv,Qv05,20,450,38,25,2.13,0.0561,0.18
Qv,Qv05,22,300,39,83,2.11,0.0542,0.162
Qv,Qv05,23,209,40,46,2.15,0.0539,0.124
Qv,Qv05,24,736,39,56,2.32,0.0596,0.146
Qv,Qv05,26,260,41,33,2.36,0.0575,0.206
Qv,Qv05,27,067,41,39,2.39,0.0582,0.244
Qv,Qv05,28,067,40,38,2.19,0.0547,0.185
